requisition_id,department,category,estimated_value,raised_date,status
PR-2025-00649,IT & Infrastructure,Office Consumables,23440000.0,2025-09-15,Awarded
PR-2026-00650,Risk & Compliance,Software Licenses,31180000.0,2026-04-06,Awarded
PR-2024-00651,Risk & Compliance,Field Survey Services,4910000.0,2024-11-03,Awarded
PR-2026-00652,Risk & Compliance,Field Survey Services,18990000.0,2026-03-04,Awarded
PR-2025-00653,Procurement & Logistics,Office Consumables,1490000.0,2025-10-13,Awarded
PR-2026-00654,Executive Admin,Software Licenses,35720000.0,2026-06-10,Awarded
PR-2024-00655,Procurement & Logistics,Office Consumables,8760000.0,2024-11-25,Awarded
PR-2025-00656,IT & Infrastructure,Media & PR,44700000.0,2025-10-27,Bidding
PR-2025-00657,Risk & Compliance,Field Survey Services,35830000.0,2025-10-20,Awarded
PR-2026-00658,Procurement & Logistics,Office Consumables,14720000.0,2026-03-05,Bidding
PR-2024-00659,IT & Infrastructure,Media & PR,44220000.0,2024-11-03,Awarded
PR-2025-00660,Risk & Compliance,Office Consumables,24030000.0,2025-07-31,Awarded
PR-2025-00661,Procurement & Logistics,Software Licenses,37270000.0,2025-06-26,Bidding
PR-2025-00662,Procurement & Logistics,Field Survey Services,24020000.0,2025-12-27,Bidding
PR-2025-00663,Executive Admin,Hardware Procurement,9950000.0,2025-02-09,Awarded
PR-2026-00664,Lending Operations,Field Survey Services,41860000.0,2026-02-15,Bidding
PR-2024-00665,IT & Infrastructure,Media & PR,42840000.0,2024-12-16,Awarded
PR-2025-00666,Executive Admin,Media & PR,38060000.0,2025-01-26,Bidding
PR-2024-00667,Executive Admin,Media & PR,36200000.0,2024-09-17,Awarded
PR-2026-00668,Lending Operations,Media & PR,2640000.0,2026-04-05,Awarded
PR-2026-00669,IT & Infrastructure,Software Licenses,9460000.0,2026-07-06,Awarded
PR-2024-00670,Lending Operations,Office Consumables,24530000.0,2024-08-03,Awarded
PR-2026-00671,Risk & Compliance,Media & PR,1240000.0,2026-08-03,Awarded
PR-2025-00672,Lending Operations,Field Survey Services,20550000.0,2025-08-14,Awarded
PR-2024-00673,Executive Admin,Software Licenses,3440000.0,2024-09-16,Awarded
PR-2024-00674,IT & Infrastructure,Field Survey Services,42880000.0,2024-09-25,Bidding
PR-2024-00675,Risk & Compliance,Hardware Procurement,2650000.0,2024-08-09,Bidding
PR-2024-00676,IT & Infrastructure,Hardware Procurement,26690000.0,2024-08-24,Awarded
PR-2025-00677,Lending Operations,Software Licenses,7910000.0,2025-11-01,Awarded
PR-2025-00678,Risk & Compliance,Field Survey Services,36770000.0,2025-04-26,Awarded
PR-2024-00679,IT & Infrastructure,Media & PR,30860000.0,2024-12-04,Awarded
PR-2026-00680,IT & Infrastructure,Software Licenses,41090000.0,2026-07-06,Awarded
PR-2025-00681,Risk & Compliance,Software Licenses,40160000.0,2025-09-07,Bidding
PR-2025-00682,Risk & Compliance,Office Consumables,38870000.0,2025-01-21,Awarded
PR-2025-00683,IT & Infrastructure,Software Licenses,35540000.0,2025-04-09,Awarded
PR-2024-00684,IT & Infrastructure,Hardware Procurement,14270000.0,2024-08-18,Awarded
PR-2025-00685,IT & Infrastructure,Software Licenses,26310000.0,2025-08-22,Awarded
PR-2025-00686,Risk & Compliance,Office Consumables,43010000.0,2025-04-08,Bidding
PR-2025-00687,Executive Admin,Software Licenses,42800000.0,2025-03-08,Awarded
PR-2024-00688,Risk & Compliance,Field Survey Services,20250000.0,2024-10-24,Bidding
PR-2024-00689,IT & Infrastructure,Media & PR,29030000.0,2024-11-11,Awarded
PR-2025-00690,Executive Admin,Media & PR,27700000.0,2025-09-05,Bidding
PR-2024-00691,Lending Operations,Media & PR,15960000.0,2024-10-09,Awarded
PR-2024-00692,Risk & Compliance,Software Licenses,27190000.0,2024-10-15,Awarded
PR-2025-00693,Lending Operations,Office Consumables,11440000.0,2025-02-25,Awarded
PR-2024-00694,Executive Admin,Hardware Procurement,15750000.0,2024-11-30,Awarded
PR-2026-00695,IT & Infrastructure,Field Survey Services,43290000.0,2026-07-18,Awarded
PR-2026-00696,Risk & Compliance,Software Licenses,29930000.0,2026-07-13,Awarded
PR-2025-00697,Procurement & Logistics,Software Licenses,27090000.0,2025-01-04,Awarded
PR-2024-00698,Executive Admin,Software Licenses,15380000.0,2024-12-20,Cancelled
PR-2026-00699,Lending Operations,Software Licenses,24740000.0,2026-06-28,Awarded
PR-2024-00700,Executive Admin,Hardware Procurement,43600000.0,2024-10-16,Awarded
PR-2026-00701,Lending Operations,Hardware Procurement,23100000.0,2026-04-27,Bidding
PR-2025-00702,Procurement & Logistics,Field Survey Services,8990000.0,2025-07-29,Awarded
PR-2025-00703,Lending Operations,Hardware Procurement,31460000.0,2025-10-12,Bidding
PR-2025-00704,Executive Admin,Field Survey Services,10640000.0,2025-06-27,Awarded
PR-2024-00705,Executive Admin,Software Licenses,6900000.0,2024-11-07,Bidding
PR-2025-00706,Executive Admin,Media & PR,4770000.0,2025-05-09,Cancelled
PR-2024-00707,IT & Infrastructure,Media & PR,5970000.0,2024-12-24,Awarded
PR-2024-00708,Procurement & Logistics,Field Survey Services,16790000.0,2024-12-01,Awarded
PR-2025-00709,Procurement & Logistics,Field Survey Services,32690000.0,2025-02-06,Awarded
PR-2025-00710,IT & Infrastructure,Software Licenses,12990000.0,2025-07-22,Awarded
PR-2026-00711,Executive Admin,Software Licenses,19240000.0,2026-05-01,Bidding
PR-2026-00712,Executive Admin,Software Licenses,34590000.0,2026-02-17,Awarded
PR-2024-00713,Lending Operations,Software Licenses,3320000.0,2024-11-12,Awarded
PR-2026-00714,IT & Infrastructure,Media & PR,7660000.0,2026-02-13,Awarded
PR-2025-00715,Procurement & Logistics,Office Consumables,21270000.0,2025-07-27,Cancelled
PR-2025-00716,Executive Admin,Hardware Procurement,3710000.0,2025-09-17,Awarded
PR-2025-00717,IT & Infrastructure,Hardware Procurement,13200000.0,2025-06-15,Awarded
PR-2024-00718,IT & Infrastructure,Software Licenses,23930000.0,2024-11-10,Awarded
PR-2025-00719,IT & Infrastructure,Hardware Procurement,33500000.0,2025-05-15,Awarded
PR-2025-00720,Procurement & Logistics,Software Licenses,14890000.0,2025-05-27,Awarded
PR-2026-00721,Lending Operations,Office Consumables,24250000.0,2026-05-12,Awarded
PR-2026-00722,Lending Operations,Media & PR,2090000.0,2026-05-20,Awarded
PR-2026-00723,Procurement & Logistics,Software Licenses,5170000.0,2026-06-24,Awarded
PR-2025-00724,Lending Operations,Office Consumables,17380000.0,2025-11-01,Awarded
PR-2026-00725,Risk & Compliance,Field Survey Services,14820000.0,2026-07-30,Awarded
PR-2026-00726,Procurement & Logistics,Office Consumables,43690000.0,2026-07-15,Awarded
PR-2024-00727,Risk & Compliance,Media & PR,42060000.0,2024-08-28,Awarded
PR-2025-00728,Risk & Compliance,Office Consumables,17910000.0,2025-05-03,Awarded
PR-2024-00729,IT & Infrastructure,Office Consumables,42500000.0,2024-09-02,Awarded
PR-2026-00730,IT & Infrastructure,Software Licenses,10740000.0,2026-05-03,Awarded
PR-2025-00731,Executive Admin,Media & PR,42350000.0,2025-06-27,Awarded
PR-2026-00732,Lending Operations,Field Survey Services,23130000.0,2026-05-30,Awarded
PR-2025-00733,Executive Admin,Field Survey Services,22530000.0,2025-02-23,Awarded
PR-2026-00734,Lending Operations,Field Survey Services,17180000.0,2026-07-06,Awarded
PR-2025-00735,Procurement & Logistics,Field Survey Services,17930000.0,2025-06-03,Awarded
PR-2025-00736,Lending Operations,Software Licenses,22440000.0,2025-07-13,Awarded
PR-2025-00737,Procurement & Logistics,Hardware Procurement,13960000.0,2025-05-18,Awarded
PR-2025-00738,Executive Admin,Software Licenses,7410000.0,2025-09-05,Bidding
PR-2026-00739,Procurement & Logistics,Office Consumables,25540000.0,2026-04-30,Bidding
PR-2026-00740,IT & Infrastructure,Software Licenses,28600000.0,2026-03-19,Awarded
PR-2025-00741,Executive Admin,Field Survey Services,41510000.0,2025-01-01,Awarded
PR-2024-00742,Executive Admin,Field Survey Services,13690000.0,2024-11-05,Awarded
PR-2025-00743,Lending Operations,Office Consumables,37140000.0,2025-04-11,Bidding
PR-2025-00744,Executive Admin,Media & PR,8700000.0,2025-03-18,Bidding
PR-2026-00745,Executive Admin,Field Survey Services,25130000.0,2026-07-24,Bidding
PR-2025-00746,Risk & Compliance,Office Consumables,14710000.0,2025-01-09,Awarded
PR-2024-00747,Lending Operations,Hardware Procurement,24880000.0,2024-08-18,Awarded
PR-2024-00748,IT & Infrastructure,Software Licenses,12780000.0,2024-09-15,Bidding
PR-2025-00749,Procurement & Logistics,Software Licenses,12440000.0,2025-07-04,Bidding
PR-2026-00750,Executive Admin,Office Consumables,29980000.0,2026-04-07,Awarded
PR-2025-00751,Lending Operations,Field Survey Services,43030000.0,2025-08-04,Awarded
PR-2026-00752,Executive Admin,Field Survey Services,12170000.0,2026-03-02,Bidding
PR-2025-00753,Lending Operations,Hardware Procurement,22250000.0,2025-10-27,Bidding
PR-2025-00754,Lending Operations,Software Licenses,11810000.0,2025-08-22,Cancelled
PR-2025-00755,Executive Admin,Office Consumables,19680000.0,2025-06-23,Awarded
PR-2025-00756,IT & Infrastructure,Media & PR,36960000.0,2025-05-30,Awarded
PR-2024-00757,Risk & Compliance,Media & PR,8450000.0,2024-09-21,Awarded
PR-2026-00758,Lending Operations,Software Licenses,23440000.0,2026-07-15,Bidding
PR-2026-00759,Executive Admin,Hardware Procurement,25560000.0,2026-07-13,Awarded
PR-2026-00760,Executive Admin,Field Survey Services,3100000.0,2026-05-10,Bidding
PR-2026-00761,Procurement & Logistics,Software Licenses,41410000.0,2026-07-28,Awarded
PR-2025-00762,Lending Operations,Office Consumables,18670000.0,2025-08-03,Bidding
PR-2025-00763,Lending Operations,Office Consumables,37010000.0,2025-11-28,Awarded
PR-2024-00764,Procurement & Logistics,Office Consumables,12150000.0,2024-08-21,Awarded
PR-2025-00765,Executive Admin,Hardware Procurement,8670000.0,2025-02-20,Awarded
PR-2026-00766,Executive Admin,Hardware Procurement,11950000.0,2026-03-15,Awarded
PR-2024-00767,Risk & Compliance,Office Consumables,33730000.0,2024-08-01,Awarded
PR-2024-00768,IT & Infrastructure,Hardware Procurement,20470000.0,2024-12-25,Awarded
PR-2026-00769,Executive Admin,Field Survey Services,17040000.0,2026-02-27,Awarded
PR-2026-00770,Procurement & Logistics,Software Licenses,43700000.0,2026-07-13,Awarded
PR-2026-00771,Lending Operations,Software Licenses,8570000.0,2026-02-19,Awarded
PR-2025-00772,Lending Operations,Hardware Procurement,3270000.0,2025-03-17,Awarded
PR-2025-00773,Lending Operations,Field Survey Services,44620000.0,2025-07-31,Bidding
PR-2026-00774,Procurement & Logistics,Software Licenses,1100000.0,2026-02-12,Awarded
PR-2026-00775,Risk & Compliance,Software Licenses,20140000.0,2026-07-23,Awarded
PR-2026-00776,Executive Admin,Software Licenses,43450000.0,2026-05-13,Bidding
PR-2025-00777,Lending Operations,Office Consumables,17570000.0,2025-09-03,Awarded
PR-2026-00778,Executive Admin,Field Survey Services,23280000.0,2026-07-22,Awarded
PR-2024-00779,IT & Infrastructure,Field Survey Services,23310000.0,2024-10-16,Awarded
PR-2026-00780,IT & Infrastructure,Field Survey Services,3720000.0,2026-07-07,Awarded
PR-2024-00781,Executive Admin,Media & PR,44290000.0,2024-12-28,Awarded
PR-2025-00782,Procurement & Logistics,Media & PR,3540000.0,2025-09-08,Awarded
PR-2024-00783,IT & Infrastructure,Media & PR,29540000.0,2024-09-16,Bidding
PR-2024-00784,Procurement & Logistics,Hardware Procurement,4490000.0,2024-08-06,Awarded
PR-2025-00785,Risk & Compliance,Media & PR,34670000.0,2025-04-09,Awarded
PR-2026-00786,Procurement & Logistics,Office Consumables,15950000.0,2026-04-16,Bidding
PR-2026-00787,Executive Admin,Software Licenses,42540000.0,2026-03-18,Awarded
PR-2024-00788,Procurement & Logistics,Hardware Procurement,12940000.0,2024-10-30,Cancelled
PR-2025-00789,Risk & Compliance,Field Survey Services,29690000.0,2025-04-17,Bidding
PR-2025-00790,Risk & Compliance,Hardware Procurement,12310000.0,2025-12-01,Awarded
PR-2024-00791,Procurement & Logistics,Software Licenses,35720000.0,2024-11-06,Awarded
PR-2025-00792,Procurement & Logistics,Hardware Procurement,44610000.0,2025-10-17,Awarded
PR-2024-00793,Lending Operations,Office Consumables,19500000.0,2024-12-18,Awarded
PR-2025-00794,Risk & Compliance,Field Survey Services,4090000.0,2025-10-29,Awarded
PR-2024-00795,Procurement & Logistics,Office Consumables,30270000.0,2024-12-29,Bidding
PR-2024-00796,Executive Admin,Software Licenses,19170000.0,2024-08-04,Awarded
PR-2026-00797,Executive Admin,Field Survey Services,13750000.0,2026-04-02,Awarded
PR-2025-00798,IT & Infrastructure,Field Survey Services,30470000.0,2025-11-16,Bidding
PR-2025-00799,Executive Admin,Field Survey Services,16830000.0,2025-10-02,Awarded
PR-2025-00800,Procurement & Logistics,Media & PR,35560000.0,2025-11-29,Awarded
