award_id,requisition_id,bid_id,vendor_id,awarded_value,award_date,award_justification
AWD-2026-00036,PR-2026-00322,BID-2026-000044,PRC-VND-0118,5570000.0,2026-02-11,Lowest Responsive Bid
AWD-2026-00037,PR-2026-00104,BID-2026-000060,PRC-VND-0095,22275000.0,2026-03-06,Lowest Responsive Bid
AWD-2026-00038,PR-2026-00043,BID-2026-000062,PRC-VND-0112,17425000.0,2026-02-19,Lowest Responsive Bid
AWD-2026-00039,PR-2026-00534,BID-2026-000072,PRC-VND-0103,44594000.0,2026-03-13,Prior Satisfactory Performance
AWD-2026-00040,PR-2026-00238,BID-2026-000079,PRC-VND-0121,26307000.0,2026-03-06,Best Evaluated Bid - Technical Score
AWD-2026-00041,PR-2026-00202,BID-2026-000092,PRC-VND-0107,21168000.0,2026-03-22,Lowest Responsive Bid
AWD-2026-00042,PR-2026-00560,BID-2026-000098,PRC-VND-0035,2162000.0,2026-03-16,Delivery Timeline Advantage
AWD-2026-00043,PR-2026-00456,BID-2026-000103,PRC-VND-0043,18849000.0,2026-03-08,Lowest Responsive Bid
AWD-2026-00044,PR-2026-00774,BID-2026-000110,PRC-VND-0002,976000.0,2026-03-13,Lowest Responsive Bid
AWD-2026-00045,PR-2026-00423,BID-2026-000114,PRC-VND-0008,42753000.0,2026-03-12,Lowest Responsive Bid
AWD-2026-00046,PR-2026-00464,BID-2026-000121,PRC-VND-0064,28246000.0,2026-03-17,Delivery Timeline Advantage
AWD-2026-00047,PR-2026-00714,BID-2026-000124,PRC-VND-0100,6565000.0,2026-03-07,Lowest Responsive Bid
AWD-2026-00048,PR-2026-00522,BID-2026-000132,PRC-VND-0137,996000.0,2026-03-19,Delivery Timeline Advantage
AWD-2026-00049,PR-2026-00227,BID-2026-000139,PRC-VND-0112,29895000.0,2026-03-19,Delivery Timeline Advantage
AWD-2026-00050,PR-2026-00325,BID-2026-000141,PRC-VND-0045,25682000.0,2026-03-21,Best Evaluated Bid - Technical Score
AWD-2026-00051,PR-2026-00712,BID-2026-000149,PRC-VND-0132,31231000.0,2026-03-16,Lowest Responsive Bid
AWD-2026-00052,PR-2026-00430,BID-2026-000152,PRC-VND-0094,10533000.0,2026-03-25,Best Evaluated Bid - Technical Score
AWD-2026-00053,PR-2026-00641,BID-2026-000154,PRC-VND-0138,12379000.0,2026-03-21,Lowest Responsive Bid
AWD-2026-00054,PR-2026-00391,BID-2026-000161,PRC-VND-0104,46242000.0,2026-03-28,Delivery Timeline Advantage
AWD-2026-00055,PR-2026-00771,BID-2026-000164,PRC-VND-0007,8508000.0,2026-03-18,Lowest Responsive Bid
AWD-2026-00056,PR-2026-00092,BID-2026-000169,PRC-VND-0003,11954000.0,2026-03-27,Lowest Responsive Bid
AWD-2026-00057,PR-2026-00520,BID-2026-000182,PRC-VND-0001,32333000.0,2026-03-26,Delivery Timeline Advantage
AWD-2026-00058,PR-2026-00259,BID-2026-000189,PRC-VND-0009,19079000.0,2026-03-28,Lowest Responsive Bid
AWD-2026-00059,PR-2026-00283,BID-2026-000192,PRC-VND-0041,25865000.0,2026-03-30,Lowest Responsive Bid
AWD-2026-00060,PR-2026-00514,BID-2026-000196,PRC-VND-0026,11596000.0,2026-04-01,Best Evaluated Bid - Technical Score
AWD-2026-00061,PR-2026-00769,BID-2026-000204,PRC-VND-0049,14091000.0,2026-03-31,Lowest Responsive Bid
AWD-2026-00062,PR-2026-00373,BID-2026-000207,PRC-VND-0147,12225000.0,2026-04-07,Lowest Responsive Bid
AWD-2026-00063,PR-2026-00382,BID-2026-000211,PRC-VND-0126,36662000.0,2026-04-07,Best Evaluated Bid - Technical Score
AWD-2026-00064,PR-2026-00019,BID-2026-000214,PRC-VND-0116,33226000.0,2026-03-26,Lowest Responsive Bid
AWD-2026-00065,PR-2026-00286,BID-2026-000219,PRC-VND-0020,16613000.0,2026-04-07,Lowest Responsive Bid
AWD-2026-00066,PR-2026-00591,BID-2026-000224,PRC-VND-0117,36118000.0,2026-04-12,Lowest Responsive Bid
AWD-2026-00067,PR-2026-00466,BID-2026-000232,PRC-VND-0119,20837000.0,2026-03-29,Lowest Responsive Bid
AWD-2026-00068,PR-2026-00652,BID-2026-000235,PRC-VND-0044,19942000.0,2026-03-30,Best Evaluated Bid - Technical Score
AWD-2026-00069,PR-2026-00603,BID-2026-000240,PRC-VND-0107,19306000.0,2026-04-08,Lowest Responsive Bid
AWD-2026-00070,PR-2026-00624,BID-2026-000257,PRC-VND-0132,31935000.0,2026-04-02,Delivery Timeline Advantage
AWD-2026-00071,PR-2026-00051,BID-2026-000261,PRC-VND-0076,26173000.0,2026-04-22,Lowest Responsive Bid
AWD-2026-00072,PR-2026-00493,BID-2026-000263,PRC-VND-0126,31281000.0,2026-04-22,Lowest Responsive Bid
AWD-2026-00073,PR-2026-00635,BID-2026-000268,PRC-VND-0135,30957000.0,2026-04-16,Delivery Timeline Advantage
AWD-2026-00074,PR-2026-00629,BID-2026-000274,PRC-VND-0024,6246000.0,2026-04-15,Lowest Responsive Bid
AWD-2026-00075,PR-2026-00766,BID-2026-000277,PRC-VND-0001,11773000.0,2026-04-12,Lowest Responsive Bid
AWD-2026-00076,PR-2026-00182,BID-2026-000282,PRC-VND-0090,12746000.0,2026-04-22,Prior Satisfactory Performance
AWD-2026-00077,PR-2026-00226,BID-2026-000288,PRC-VND-0113,35879000.0,2026-04-18,Prior Satisfactory Performance
AWD-2026-00078,PR-2026-00157,BID-2026-000291,PRC-VND-0074,29197000.0,2026-04-19,Lowest Responsive Bid
AWD-2026-00079,PR-2026-00367,BID-2026-000298,PRC-VND-0076,35766000.0,2026-04-13,Prior Satisfactory Performance
AWD-2026-00080,PR-2026-00787,BID-2026-000309,PRC-VND-0037,35158000.0,2026-04-30,Lowest Responsive Bid
AWD-2026-00081,PR-2026-00594,BID-2026-000313,PRC-VND-0126,3503000.0,2026-04-13,Best Evaluated Bid - Technical Score
AWD-2026-00082,PR-2026-00740,BID-2026-000317,PRC-VND-0117,30332000.0,2026-04-17,Best Evaluated Bid - Technical Score
AWD-2026-00083,PR-2026-00340,BID-2026-000323,PRC-VND-0015,22751000.0,2026-04-29,Lowest Responsive Bid
AWD-2026-00084,PR-2026-00061,BID-2026-000328,PRC-VND-0092,34554000.0,2026-04-23,Lowest Responsive Bid
AWD-2026-00085,PR-2026-00330,BID-2026-000335,PRC-VND-0058,18161000.0,2026-04-24,Delivery Timeline Advantage
AWD-2026-00086,PR-2026-00405,BID-2026-000344,PRC-VND-0034,24207000.0,2026-04-28,Lowest Responsive Bid
AWD-2026-00087,PR-2026-00316,BID-2026-000347,PRC-VND-0143,21395000.0,2026-05-02,Prior Satisfactory Performance
AWD-2026-00088,PR-2026-00797,BID-2026-000350,PRC-VND-0089,11460000.0,2026-05-01,Lowest Responsive Bid
AWD-2026-00089,PR-2026-00668,BID-2026-000358,PRC-VND-0050,2213000.0,2026-05-05,Lowest Responsive Bid
AWD-2026-00090,PR-2026-00650,BID-2026-000359,PRC-VND-0092,27232000.0,2026-05-07,Lowest Responsive Bid
AWD-2026-00091,PR-2026-00750,BID-2026-000366,PRC-VND-0143,26641000.0,2026-05-09,Lowest Responsive Bid
AWD-2026-00092,PR-2026-00266,BID-2026-000371,PRC-VND-0095,22426000.0,2026-05-17,Best Evaluated Bid - Technical Score
AWD-2026-00093,PR-2026-00566,BID-2026-000378,PRC-VND-0037,39898000.0,2026-05-19,Lowest Responsive Bid
AWD-2026-00094,PR-2026-00046,BID-2026-000382,PRC-VND-0132,28247000.0,2026-05-21,Delivery Timeline Advantage
AWD-2026-00095,PR-2026-00261,BID-2026-000387,PRC-VND-0082,24780000.0,2026-05-25,Lowest Responsive Bid
AWD-2026-00096,PR-2026-00239,BID-2026-000391,PRC-VND-0116,32591000.0,2026-05-01,Prior Satisfactory Performance
AWD-2026-00097,PR-2026-00518,BID-2026-000394,PRC-VND-0094,24414000.0,2026-05-23,Delivery Timeline Advantage
AWD-2026-00098,PR-2026-00223,BID-2026-000403,PRC-VND-0090,11670000.0,2026-05-30,Delivery Timeline Advantage
AWD-2026-00099,PR-2026-00333,BID-2026-000411,PRC-VND-0134,553000.0,2026-05-24,Lowest Responsive Bid
AWD-2026-00100,PR-2026-00506,BID-2026-000420,PRC-VND-0065,25140000.0,2026-05-18,Best Evaluated Bid - Technical Score
AWD-2026-00101,PR-2026-00427,BID-2026-000425,PRC-VND-0059,30896000.0,2026-05-26,Lowest Responsive Bid
AWD-2026-00102,PR-2026-00615,BID-2026-000438,PRC-VND-0107,5442000.0,2026-05-11,Lowest Responsive Bid
AWD-2026-00103,PR-2026-00011,BID-2026-000452,PRC-VND-0025,16873000.0,2026-05-14,Lowest Responsive Bid
AWD-2026-00104,PR-2026-00136,BID-2026-000460,PRC-VND-0121,24300000.0,2026-05-29,Lowest Responsive Bid
AWD-2026-00105,PR-2026-00528,BID-2026-000465,PRC-VND-0038,32945000.0,2026-05-26,Lowest Responsive Bid
AWD-2026-00106,PR-2026-00730,BID-2026-000476,PRC-VND-0102,9027000.0,2026-05-29,Lowest Responsive Bid
AWD-2026-00107,PR-2026-00317,BID-2026-000482,PRC-VND-0150,25404000.0,2026-06-14,Lowest Responsive Bid
AWD-2026-00108,PR-2026-00612,BID-2026-000493,PRC-VND-0147,21571000.0,2026-06-16,Best Evaluated Bid - Technical Score
AWD-2026-00109,PR-2026-00230,BID-2026-000497,PRC-VND-0008,8432000.0,2026-06-13,Lowest Responsive Bid
AWD-2026-00110,PR-2026-00272,BID-2026-000499,PRC-VND-0034,8777000.0,2026-06-09,Prior Satisfactory Performance
AWD-2026-00111,PR-2026-00389,BID-2026-000505,PRC-VND-0113,5281000.0,2026-06-09,Lowest Responsive Bid
AWD-2026-00112,PR-2026-00721,BID-2026-000520,PRC-VND-0088,22122000.0,2026-06-21,Lowest Responsive Bid
AWD-2026-00113,PR-2026-00564,BID-2026-000529,PRC-VND-0127,11962000.0,2026-06-11,Delivery Timeline Advantage
AWD-2026-00114,PR-2026-00250,BID-2026-000534,PRC-VND-0143,20932000.0,2026-06-25,Lowest Responsive Bid
AWD-2026-00115,PR-2026-00722,BID-2026-000537,PRC-VND-0055,2161000.0,2026-06-22,Prior Satisfactory Performance
AWD-2026-00116,PR-2026-00617,BID-2026-000550,PRC-VND-0059,39229000.0,2026-06-16,Best Evaluated Bid - Technical Score
AWD-2026-00117,PR-2026-00275,BID-2026-000552,PRC-VND-0042,26736000.0,2026-06-18,Lowest Responsive Bid
AWD-2026-00118,PR-2026-00526,BID-2026-000565,PRC-VND-0015,8403000.0,2026-06-19,Best Evaluated Bid - Technical Score
AWD-2026-00119,PR-2026-00164,BID-2026-000568,PRC-VND-0150,3616000.0,2026-06-26,Prior Satisfactory Performance
AWD-2026-00120,PR-2026-00254,BID-2026-000578,PRC-VND-0129,19799000.0,2026-06-25,Lowest Responsive Bid
AWD-2026-00121,PR-2026-00732,BID-2026-000580,PRC-VND-0034,20032000.0,2026-06-15,Best Evaluated Bid - Technical Score
AWD-2026-00122,PR-2026-00363,BID-2026-000586,PRC-VND-0075,29932000.0,2026-07-06,Lowest Responsive Bid
AWD-2026-00123,PR-2026-00542,BID-2026-000592,PRC-VND-0021,25260000.0,2026-06-30,Lowest Responsive Bid
AWD-2026-00124,PR-2026-00103,BID-2026-000595,PRC-VND-0045,26655000.0,2026-06-19,Lowest Bidder Non-Compliant at Award
AWD-2026-00125,PR-2026-00536,BID-2026-000596,PRC-VND-0070,14081000.0,2026-06-28,Lowest Responsive Bid
AWD-2026-00126,PR-2026-00584,BID-2026-000604,PRC-VND-0137,29935000.0,2026-07-06,Lowest Responsive Bid
AWD-2026-00127,PR-2026-00145,BID-2026-000608,PRC-VND-0102,24313000.0,2026-06-25,Lowest Responsive Bid
AWD-2026-00128,PR-2026-00439,BID-2026-000616,PRC-VND-0082,35507000.0,2026-07-17,Best Evaluated Bid - Technical Score
AWD-2026-00129,PR-2026-00642,BID-2026-000621,PRC-VND-0040,16024000.0,2026-07-18,Prior Satisfactory Performance
AWD-2026-00130,PR-2026-00281,BID-2026-000633,PRC-VND-0113,38889000.0,2026-07-06,Prior Satisfactory Performance
AWD-2026-00131,PR-2026-00585,BID-2026-000635,PRC-VND-0085,33495000.0,2026-07-09,Delivery Timeline Advantage
AWD-2026-00132,PR-2026-00654,BID-2026-000641,PRC-VND-0037,31396000.0,2026-07-14,Lowest Responsive Bid
AWD-2026-00133,PR-2026-00111,BID-2026-000654,PRC-VND-0064,15043000.0,2026-07-14,Delivery Timeline Advantage
AWD-2026-00134,PR-2026-00123,BID-2026-000664,PRC-VND-0127,43347000.0,2026-07-04,Lowest Responsive Bid
AWD-2026-00135,PR-2026-00001,BID-2026-000667,PRC-VND-0054,12669000.0,2026-08-01,Lowest Responsive Bid
AWD-2026-00136,PR-2026-00331,BID-2026-000671,PRC-VND-0022,15232000.0,2026-07-12,Best Evaluated Bid - Technical Score
AWD-2026-00137,PR-2026-00515,BID-2026-000675,PRC-VND-0088,24163000.0,2026-07-14,Lowest Responsive Bid
AWD-2026-00138,PR-2026-00611,BID-2026-000684,PRC-VND-0001,8074000.0,2026-07-15,Lowest Responsive Bid
AWD-2026-00139,PR-2026-00066,BID-2026-000691,PRC-VND-0138,7563000.0,2026-07-15,Lowest Responsive Bid
AWD-2026-00140,PR-2026-00125,BID-2026-000698,PRC-VND-0053,8606000.0,2026-07-30,Best Evaluated Bid - Technical Score
AWD-2026-00141,PR-2026-00723,BID-2026-000704,PRC-VND-0102,5414000.0,2026-07-21,Prior Satisfactory Performance
AWD-2026-00142,PR-2026-00236,BID-2026-000707,PRC-VND-0080,1855000.0,2026-08-03,Best Evaluated Bid - Technical Score
AWD-2026-00143,PR-2026-00166,BID-2026-000711,PRC-VND-0054,35999000.0,2026-08-09,Prior Satisfactory Performance
AWD-2026-00144,PR-2026-00699,BID-2026-000714,PRC-VND-0147,24551000.0,2026-07-13,Delivery Timeline Advantage
AWD-2026-00145,PR-2026-00618,BID-2026-000717,PRC-VND-0150,18406000.0,2026-08-08,Lowest Responsive Bid
AWD-2026-00146,PR-2026-00290,BID-2026-000722,PRC-VND-0142,16579000.0,2026-07-21,Delivery Timeline Advantage
AWD-2026-00147,PR-2026-00557,BID-2026-000728,PRC-VND-0013,9119000.0,2026-07-22,Lowest Responsive Bid
AWD-2026-00148,PR-2026-00496,BID-2026-000734,PRC-VND-0022,930000.0,2026-08-06,Lowest Responsive Bid
AWD-2026-00149,PR-2026-00169,BID-2026-000735,PRC-VND-0096,40734000.0,2026-08-05,Delivery Timeline Advantage
AWD-2026-00150,PR-2026-00474,BID-2026-000740,PRC-VND-0001,35680000.0,2026-08-07,Lowest Responsive Bid
AWD-2026-00151,PR-2026-00155,BID-2026-000744,PRC-VND-0118,23573000.0,2026-08-15,Lowest Responsive Bid
AWD-2026-00152,PR-2026-00669,BID-2026-000745,PRC-VND-0117,8141000.0,2026-08-15,Lowest Responsive Bid
AWD-2026-00153,PR-2026-00680,BID-2026-000750,PRC-VND-0127,41895000.0,2026-08-09,Delivery Timeline Advantage
AWD-2026-00154,PR-2026-00734,BID-2026-000758,PRC-VND-0099,15459000.0,2026-08-12,Lowest Responsive Bid
AWD-2026-00155,PR-2026-00033,BID-2026-000763,PRC-VND-0025,14201000.0,2026-08-08,Lowest Responsive Bid
AWD-2026-00156,PR-2026-00318,BID-2026-000772,PRC-VND-0063,32257000.0,2026-07-30,Prior Satisfactory Performance
AWD-2026-00157,PR-2026-00780,BID-2026-000779,PRC-VND-0039,4039000.0,2026-08-02,Best Evaluated Bid - Technical Score
AWD-2026-00158,PR-2026-00504,BID-2026-000782,PRC-VND-0058,32158000.0,2026-08-14,Lowest Responsive Bid
AWD-2026-00159,PR-2026-00135,BID-2026-000788,PRC-VND-0057,25816000.0,2026-08-16,Lowest Responsive Bid
AWD-2026-00160,PR-2026-00573,BID-2026-000798,PRC-VND-0093,11270000.0,2026-08-04,Best Evaluated Bid - Technical Score
AWD-2026-00161,PR-2026-00097,BID-2026-000799,PRC-VND-0031,22849000.0,2026-08-16,Prior Satisfactory Performance
AWD-2026-00162,PR-2026-00440,BID-2026-000806,PRC-VND-0041,2883000.0,2026-08-08,Lowest Responsive Bid
AWD-2026-00163,PR-2026-00320,BID-2026-000819,PRC-VND-0147,30230000.0,2026-08-17,Lowest Responsive Bid
AWD-2026-00164,PR-2026-00544,BID-2026-000830,PRC-VND-0102,19745000.0,2026-08-15,Lowest Responsive Bid
AWD-2026-00165,PR-2026-00696,BID-2026-000832,PRC-VND-0002,33374000.0,2026-08-11,Delivery Timeline Advantage
AWD-2026-00166,PR-2026-00759,BID-2026-000838,PRC-VND-0001,27954000.0,2026-08-06,Delivery Timeline Advantage
AWD-2026-00167,PR-2026-00770,BID-2026-000839,PRC-VND-0057,36346000.0,2026-08-09,Lowest Responsive Bid
AWD-2026-00168,PR-2026-00726,BID-2026-000849,PRC-VND-0113,36626000.0,2026-08-10,Lowest Responsive Bid
AWD-2026-00169,PR-2026-00376,BID-2026-000856,PRC-VND-0054,11112000.0,2026-08-17,Lowest Responsive Bid
AWD-2026-00170,PR-2026-00695,BID-2026-000858,PRC-VND-0029,37630000.0,2026-08-23,Lowest Responsive Bid
AWD-2026-00171,PR-2026-00443,BID-2026-000862,PRC-VND-0043,4862000.0,2026-08-12,Lowest Responsive Bid
AWD-2026-00172,PR-2026-00196,BID-2026-000867,PRC-VND-0038,7214000.0,2026-08-08,Lowest Responsive Bid
AWD-2026-00173,PR-2026-00633,BID-2026-000875,PRC-VND-0095,25029000.0,2026-08-29,Lowest Responsive Bid
AWD-2026-00174,PR-2026-00778,BID-2026-000879,PRC-VND-0119,22563000.0,2026-08-27,Best Evaluated Bid - Technical Score
AWD-2026-00175,PR-2026-00130,BID-2026-000883,PRC-VND-0073,19436000.0,2026-08-16,Lowest Responsive Bid
AWD-2026-00176,PR-2026-00161,BID-2026-000886,PRC-VND-0134,2861000.0,2026-08-31,Lowest Responsive Bid
AWD-2026-00177,PR-2026-00613,BID-2026-000891,PRC-VND-0043,6269000.0,2026-08-19,Lowest Responsive Bid
AWD-2026-00178,PR-2026-00775,BID-2026-000894,PRC-VND-0067,22113000.0,2026-08-25,Delivery Timeline Advantage
AWD-2026-00179,PR-2026-00073,BID-2026-000906,PRC-VND-0027,28023000.0,2026-08-26,Lowest Responsive Bid
AWD-2026-00180,PR-2026-00324,BID-2026-000907,PRC-VND-0073,41553000.0,2026-08-20,Lowest Responsive Bid
AWD-2026-00181,PR-2026-00188,BID-2026-000920,PRC-VND-0054,16612000.0,2026-08-19,Best Evaluated Bid - Technical Score
AWD-2026-00182,PR-2026-00761,BID-2026-000923,PRC-VND-0087,43262000.0,2026-08-27,Lowest Responsive Bid
AWD-2026-00183,PR-2026-00583,BID-2026-000926,PRC-VND-0017,13834000.0,2026-08-31,Prior Satisfactory Performance
AWD-2026-00184,PR-2026-00725,BID-2026-000928,PRC-VND-0149,15719000.0,2026-08-22,Best Evaluated Bid - Technical Score
AWD-2026-00185,PR-2026-00212,BID-2026-000937,PRC-VND-0059,41152000.0,2026-08-29,Best Evaluated Bid - Technical Score
AWD-2026-00186,PR-2026-00201,BID-2026-000939,PRC-VND-0083,23200000.0,2026-09-04,Lowest Responsive Bid
AWD-2026-00187,PR-2026-00270,BID-2026-000949,PRC-VND-0107,36047000.0,2026-08-21,Lowest Responsive Bid
AWD-2026-00188,PR-2026-00174,BID-2026-000952,PRC-VND-0082,33380000.0,2026-09-15,Best Evaluated Bid - Technical Score
AWD-2026-00189,PR-2026-00671,BID-2026-000959,PRC-VND-0065,1021000.0,2026-09-17,Lowest Responsive Bid
