approval_id,application_id,amount_approved,approved_by,approval_date,conditions
APR-2025-016476,APP-2025-021106,2530000.0,OFFICER_35,2025-09-02 22:24:00,Standard Credit Review Met
APR-2025-016477,APP-2025-021107,3800000.0,OFFICER_17,2025-09-02 02:55:00,Standard Credit Review Met
APR-2025-016478,APP-2025-021108,7040000.0,OFFICER_46,2025-09-18 00:30:00,Standard Credit Review Met
APR-2025-016479,APP-2025-021109,850000.0,OFFICER_24,2025-10-02 20:24:00,Standard Credit Review Met
APR-2025-016480,APP-2025-021110,7270000.0,OFFICER_36,2025-09-21 16:56:00,Standard Credit Review Met
APR-2025-016481,APP-2025-021111,2640000.0,OFFICER_11,2025-09-30 23:05:00,Standard Credit Review Met
APR-2025-016482,APP-2025-021112,640000.0,OFFICER_25,2025-09-26 12:23:00,Standard Credit Review Met
APR-2025-016483,APP-2025-021113,3460000.0,OFFICER_38,2025-09-22 11:29:00,Standard Credit Review Met
APR-2025-016484,APP-2025-021115,6040000.0,OFFICER_13,2025-09-07 02:52:00,Standard Credit Review Met
APR-2025-016485,APP-2025-021116,1380000.0,OFFICER_46,2025-09-25 00:40:00,Standard Credit Review Met
APR-2025-016486,APP-2025-021118,750000.0,OFFICER_17,2025-09-28 09:16:00,Standard Credit Review Met
APR-2025-016487,APP-2025-021119,2080000.0,OFFICER_45,2025-09-10 18:14:00,Standard Credit Review Met
APR-2025-016488,APP-2025-021120,4310000.0,OFFICER_13,2025-09-19 15:59:00,Standard Credit Review Met
APR-2025-016489,APP-2025-021121,3610000.0,OFFICER_23,2025-09-09 16:27:00,Standard Credit Review Met
APR-2025-016490,APP-2025-021122,1820000.0,OFFICER_35,2025-09-24 15:38:00,Standard Credit Review Met
APR-2025-016491,APP-2025-021123,2760000.0,OFFICER_49,2025-09-20 00:30:00,Standard Credit Review Met
APR-2025-016492,APP-2025-021124,1470000.0,OFFICER_27,2025-09-07 19:02:00,Standard Credit Review Met
APR-2025-016493,APP-2025-021126,1780000.0,OFFICER_43,2025-09-25 21:57:00,Standard Credit Review Met
APR-2025-016494,APP-2025-021127,3920000.0,OFFICER_47,2025-09-07 18:51:00,Standard Credit Review Met
APR-2025-016495,APP-2025-021128,750000.0,OFFICER_42,2025-09-17 22:56:00,Standard Credit Review Met
APR-2025-016496,APP-2025-021131,660000.0,OFFICER_31,2025-09-16 06:28:00,Standard Credit Review Met
APR-2025-016497,APP-2025-021132,1390000.0,OFFICER_35,2025-09-29 16:52:00,Standard Credit Review Met
APR-2025-016498,APP-2025-021133,2380000.0,OFFICER_31,2025-09-05 09:50:00,Standard Credit Review Met
APR-2025-016499,APP-2025-021134,1120000.0,OFFICER_48,2025-09-06 10:41:00,Standard Credit Review Met
APR-2025-016500,APP-2025-021136,5440000.0,OFFICER_45,2025-09-25 10:43:00,Standard Credit Review Met
APR-2025-016501,APP-2025-021137,4590000.0,OFFICER_45,2025-09-14 10:40:00,Standard Credit Review Met
APR-2025-016502,APP-2025-021138,550000.0,OFFICER_16,2025-09-09 00:35:00,Standard Credit Review Met
APR-2025-016503,APP-2025-021139,2090000.0,OFFICER_47,2025-09-16 22:21:00,Standard Credit Review Met
APR-2025-016504,APP-2025-021140,2900000.0,OFFICER_50,2025-09-14 12:03:00,Standard Credit Review Met
APR-2025-016505,APP-2025-021141,4920000.0,OFFICER_30,2025-09-12 23:32:00,Standard Credit Review Met
APR-2025-016506,APP-2025-021142,1260000.0,OFFICER_37,2025-09-09 00:54:00,Standard Credit Review Met
APR-2025-016507,APP-2025-021143,4690000.0,OFFICER_41,2025-09-15 16:49:00,Standard Credit Review Met
APR-2025-016508,APP-2025-021144,3200000.0,OFFICER_43,2025-09-08 18:02:00,Standard Credit Review Met
APR-2025-016509,APP-2025-021147,540000.0,OFFICER_49,2025-09-28 10:58:00,Standard Credit Review Met
APR-2025-016510,APP-2025-021148,5890000.0,OFFICER_15,2025-09-28 14:10:00,Standard Credit Review Met
APR-2025-016511,APP-2025-021149,1860000.0,OFFICER_44,2025-09-20 03:53:00,Standard Credit Review Met
APR-2025-016512,APP-2025-021150,3190000.0,OFFICER_24,2025-09-10 01:33:00,Standard Credit Review Met
APR-2025-016513,APP-2025-021151,5120000.0,OFFICER_32,2025-09-05 09:10:00,Standard Credit Review Met
APR-2025-016514,APP-2025-021152,650000.0,OFFICER_22,2025-09-25 21:35:00,Standard Credit Review Met
APR-2025-016515,APP-2025-021153,2080000.0,OFFICER_32,2025-09-03 02:39:00,Standard Credit Review Met
APR-2025-016516,APP-2025-021154,6610000.0,OFFICER_25,2025-09-09 14:51:00,Standard Credit Review Met
APR-2025-016517,APP-2025-021155,6640000.0,OFFICER_25,2025-09-19 11:24:00,Standard Credit Review Met
APR-2025-016518,APP-2025-021156,4810000.0,OFFICER_32,2025-09-28 23:38:00,Standard Credit Review Met
APR-2025-016519,APP-2025-021157,7290000.0,OFFICER_40,2025-09-19 09:47:00,Standard Credit Review Met
APR-2025-016520,APP-2025-021158,3620000.0,OFFICER_14,2025-09-22 05:12:00,Standard Credit Review Met
APR-2025-016521,APP-2025-021159,4100000.0,OFFICER_18,2025-09-26 02:17:00,Standard Credit Review Met
APR-2025-016522,APP-2025-021160,5010000.0,OFFICER_48,2025-09-08 05:51:00,Standard Credit Review Met
APR-2025-016523,APP-2025-021161,1190000.0,OFFICER_26,2025-10-02 13:33:00,Standard Credit Review Met
APR-2025-016524,APP-2025-021162,2280000.0,OFFICER_12,2025-09-03 01:56:00,Standard Credit Review Met
APR-2025-016525,APP-2025-021163,4430000.0,OFFICER_47,2025-09-07 23:11:00,Standard Credit Review Met
APR-2025-016526,APP-2025-021164,2600000.0,OFFICER_30,2025-09-20 06:49:00,Standard Credit Review Met
APR-2025-016527,APP-2025-021165,3070000.0,OFFICER_43,2025-09-21 13:09:00,Standard Credit Review Met
APR-2025-016528,APP-2025-021167,2170000.0,OFFICER_24,2025-09-14 09:47:00,Standard Credit Review Met
APR-2025-016529,APP-2025-021168,4730000.0,OFFICER_29,2025-09-07 19:58:00,Standard Credit Review Met
APR-2025-016530,APP-2025-021170,4160000.0,OFFICER_30,2025-09-21 11:05:00,Standard Credit Review Met
APR-2025-016531,APP-2025-021171,4070000.0,OFFICER_19,2025-09-14 05:35:00,Standard Credit Review Met
APR-2025-016532,APP-2025-021173,320000.0,OFFICER_29,2025-09-10 15:12:00,Standard Credit Review Met
APR-2025-016533,APP-2025-021174,7220000.0,OFFICER_25,2025-09-18 14:53:00,Standard Credit Review Met
APR-2025-016534,APP-2025-021175,390000.0,OFFICER_28,2025-09-06 02:32:00,Standard Credit Review Met
APR-2025-016535,APP-2025-021178,4610000.0,OFFICER_21,2025-09-19 09:39:00,Standard Credit Review Met
APR-2025-016536,APP-2025-021179,6500000.0,OFFICER_43,2025-09-08 19:03:00,Standard Credit Review Met
APR-2025-016537,APP-2025-021180,3600000.0,OFFICER_23,2025-09-21 15:54:00,Standard Credit Review Met
APR-2025-016538,APP-2025-021181,1160000.0,OFFICER_24,2025-09-20 07:47:00,Standard Credit Review Met
APR-2025-016539,APP-2025-021182,2070000.0,OFFICER_42,2025-09-14 18:35:00,Standard Credit Review Met
APR-2025-016540,APP-2025-021183,2100000.0,OFFICER_34,2025-09-02 12:26:00,Standard Credit Review Met
APR-2025-016541,APP-2025-021184,910000.0,OFFICER_21,2025-09-30 03:07:00,Standard Credit Review Met
APR-2025-016542,APP-2025-021185,3830000.0,OFFICER_45,2025-09-17 22:46:00,Standard Credit Review Met
APR-2025-016543,APP-2025-021186,4110000.0,OFFICER_28,2025-09-06 10:20:00,Standard Credit Review Met
APR-2025-016544,APP-2025-021187,4340000.0,OFFICER_33,2025-09-10 20:26:00,Standard Credit Review Met
APR-2025-016545,APP-2025-021188,7320000.0,OFFICER_22,2025-09-04 11:16:00,Standard Credit Review Met
APR-2025-016546,APP-2025-021189,2080000.0,OFFICER_39,2025-09-28 13:29:00,Standard Credit Review Met
APR-2025-016547,APP-2025-021190,7350000.0,OFFICER_25,2025-09-11 22:26:00,Standard Credit Review Met
APR-2025-016548,APP-2025-021192,5380000.0,OFFICER_45,2025-09-10 03:56:00,Standard Credit Review Met
APR-2025-016549,APP-2025-021193,3450000.0,OFFICER_24,2025-09-19 19:59:00,Standard Credit Review Met
APR-2025-016550,APP-2025-021194,850000.0,OFFICER_26,2025-09-28 12:25:00,Standard Credit Review Met
APR-2025-016551,APP-2025-021196,3060000.0,OFFICER_10,2025-09-18 07:29:00,Standard Credit Review Met
APR-2025-016552,APP-2025-021197,800000.0,OFFICER_13,2025-09-04 21:58:00,Standard Credit Review Met
APR-2025-016553,APP-2025-021198,1810000.0,OFFICER_24,2025-09-23 14:06:00,Standard Credit Review Met
APR-2025-016554,APP-2025-021199,2290000.0,OFFICER_34,2025-09-30 02:45:00,Standard Credit Review Met
APR-2025-016555,APP-2025-021200,6010000.0,OFFICER_28,2025-09-18 15:19:00,Standard Credit Review Met
APR-2025-016556,APP-2025-021202,7170000.0,OFFICER_41,2025-09-28 04:53:00,Standard Credit Review Met
APR-2025-016557,APP-2025-021203,2490000.0,OFFICER_30,2025-09-12 21:50:00,Standard Credit Review Met
APR-2025-016558,APP-2025-021204,6140000.0,OFFICER_31,2025-09-01 22:09:00,Standard Credit Review Met
APR-2025-016559,APP-2025-021205,6190000.0,OFFICER_25,2025-09-09 04:29:00,Standard Credit Review Met
APR-2025-016560,APP-2025-021206,830000.0,OFFICER_37,2025-09-24 11:58:00,Standard Credit Review Met
APR-2025-016561,APP-2025-021208,610000.0,OFFICER_23,2025-09-01 11:42:00,Standard Credit Review Met
APR-2025-016562,APP-2025-021209,6050000.0,OFFICER_32,2025-09-07 03:10:00,Standard Credit Review Met
APR-2025-016563,APP-2025-021211,2750000.0,OFFICER_40,2025-09-27 20:31:00,Standard Credit Review Met
APR-2025-016564,APP-2025-021212,1780000.0,OFFICER_48,2025-09-30 13:30:00,Standard Credit Review Met
APR-2025-016565,APP-2025-021213,2760000.0,OFFICER_18,2025-09-23 00:00:00,Standard Credit Review Met
APR-2025-016566,APP-2025-021214,3050000.0,OFFICER_50,2025-09-10 12:57:00,Standard Credit Review Met
APR-2025-016567,APP-2025-021215,2650000.0,OFFICER_19,2025-09-24 21:29:00,Standard Credit Review Met
APR-2025-016568,APP-2025-021216,5160000.0,OFFICER_27,2025-08-31 09:45:00,Standard Credit Review Met
APR-2025-016569,APP-2025-021217,3940000.0,OFFICER_20,2025-09-16 13:54:00,Standard Credit Review Met
APR-2025-016570,APP-2025-021218,6990000.0,OFFICER_31,2025-09-28 22:39:00,Standard Credit Review Met
APR-2025-016571,APP-2025-021219,820000.0,OFFICER_35,2025-09-26 09:21:00,Standard Credit Review Met
APR-2025-016572,APP-2025-021220,3890000.0,OFFICER_19,2025-09-25 07:18:00,Standard Credit Review Met
APR-2025-016573,APP-2025-021223,1490000.0,OFFICER_35,2025-09-07 06:56:00,Standard Credit Review Met
APR-2025-016574,APP-2025-021224,5150000.0,OFFICER_11,2025-09-05 16:36:00,Standard Credit Review Met
APR-2025-016575,APP-2025-021225,6810000.0,OFFICER_40,2025-09-24 00:36:00,Standard Credit Review Met
APR-2025-016576,APP-2025-021227,5420000.0,OFFICER_22,2025-09-24 21:48:00,Standard Credit Review Met
APR-2025-016577,APP-2025-021228,7260000.0,OFFICER_22,2025-09-08 22:08:00,Standard Credit Review Met
APR-2025-016578,APP-2025-021229,2860000.0,OFFICER_27,2025-09-18 19:23:00,Standard Credit Review Met
APR-2025-016579,APP-2025-021230,5830000.0,OFFICER_32,2025-09-02 07:50:00,Standard Credit Review Met
APR-2025-016580,APP-2025-021231,1450000.0,OFFICER_13,2025-09-01 03:16:00,Standard Credit Review Met
APR-2025-016581,APP-2025-021233,4630000.0,OFFICER_47,2025-09-23 01:01:00,Standard Credit Review Met
APR-2025-016582,APP-2025-021234,1770000.0,OFFICER_40,2025-09-01 21:28:00,Standard Credit Review Met
APR-2025-016583,APP-2025-021235,6360000.0,OFFICER_29,2025-09-11 11:23:00,Standard Credit Review Met
APR-2025-016584,APP-2025-021236,5440000.0,OFFICER_35,2025-09-24 05:11:00,Standard Credit Review Met
APR-2025-016585,APP-2025-021239,1480000.0,OFFICER_21,2025-08-30 20:11:00,Standard Credit Review Met
APR-2025-016586,APP-2025-021240,6580000.0,OFFICER_14,2025-09-03 16:54:00,Standard Credit Review Met
APR-2025-016587,APP-2025-021242,6120000.0,OFFICER_36,2025-09-25 00:05:00,Standard Credit Review Met
APR-2025-016588,APP-2025-021243,3610000.0,OFFICER_46,2025-09-20 19:49:00,Standard Credit Review Met
APR-2025-016589,APP-2025-021244,4210000.0,OFFICER_30,2025-09-24 01:34:00,Standard Credit Review Met
APR-2025-016590,APP-2025-021246,660000.0,OFFICER_43,2025-08-31 22:15:00,Standard Credit Review Met
APR-2025-016591,APP-2025-021247,6740000.0,OFFICER_13,2025-09-13 22:47:00,Standard Credit Review Met
APR-2025-016592,APP-2025-021248,1090000.0,OFFICER_12,2025-09-20 14:27:00,Standard Credit Review Met
APR-2025-016593,APP-2025-021249,2860000.0,OFFICER_39,2025-09-18 23:02:00,Standard Credit Review Met
APR-2025-016594,APP-2025-021250,1370000.0,OFFICER_33,2025-09-05 19:46:00,Standard Credit Review Met
APR-2025-016595,APP-2025-021251,1300000.0,OFFICER_12,2025-09-10 18:18:00,Standard Credit Review Met
APR-2025-016596,APP-2025-021254,1150000.0,OFFICER_17,2025-09-28 09:54:00,Standard Credit Review Met
APR-2025-016597,APP-2025-021255,6510000.0,OFFICER_31,2025-09-07 19:36:00,Standard Credit Review Met
APR-2025-016598,APP-2025-021257,2520000.0,OFFICER_15,2025-09-10 05:35:00,Standard Credit Review Met
APR-2025-016599,APP-2025-021258,4690000.0,OFFICER_29,2025-09-23 15:08:00,Standard Credit Review Met
APR-2025-016600,APP-2025-021259,3620000.0,OFFICER_39,2025-09-07 17:29:00,Standard Credit Review Met
APR-2025-016601,APP-2025-021261,7140000.0,OFFICER_24,2025-09-28 14:20:00,Standard Credit Review Met
APR-2025-016602,APP-2025-021262,420000.0,OFFICER_47,2025-09-13 23:24:00,Standard Credit Review Met
APR-2025-016603,APP-2025-021263,7160000.0,OFFICER_36,2025-09-15 12:44:00,Standard Credit Review Met
APR-2025-016604,APP-2025-021264,880000.0,OFFICER_31,2025-09-17 07:26:00,Standard Credit Review Met
APR-2025-016605,APP-2025-021265,6800000.0,OFFICER_42,2025-09-04 20:12:00,Standard Credit Review Met
APR-2025-016606,APP-2025-021266,610000.0,OFFICER_18,2025-09-22 09:45:00,Standard Credit Review Met
APR-2025-016607,APP-2025-021268,7150000.0,OFFICER_12,2025-09-06 02:05:00,Standard Credit Review Met
APR-2025-016608,APP-2025-021269,2160000.0,OFFICER_12,2025-09-06 02:50:00,Standard Credit Review Met
APR-2025-016609,APP-2025-021270,3670000.0,OFFICER_18,2025-09-02 15:40:00,Standard Credit Review Met
APR-2025-016610,APP-2025-021271,7310000.0,OFFICER_14,2025-09-27 23:27:00,Standard Credit Review Met
APR-2025-016611,APP-2025-021272,1920000.0,OFFICER_45,2025-09-16 08:09:00,Standard Credit Review Met
APR-2025-016612,APP-2025-021273,7050000.0,OFFICER_35,2025-09-23 01:24:00,Standard Credit Review Met
APR-2025-016613,APP-2025-021274,2090000.0,OFFICER_48,2025-09-27 10:34:00,Standard Credit Review Met
APR-2025-016614,APP-2025-021275,6230000.0,OFFICER_48,2025-09-26 08:15:00,Standard Credit Review Met
APR-2025-016615,APP-2025-021276,1590000.0,OFFICER_19,2025-09-19 11:33:00,Standard Credit Review Met
APR-2025-016616,APP-2025-021277,6130000.0,OFFICER_18,2025-09-18 02:05:00,Standard Credit Review Met
APR-2025-016617,APP-2025-021279,3640000.0,OFFICER_44,2025-09-18 21:03:00,Standard Credit Review Met
APR-2025-016618,APP-2025-021282,1400000.0,OFFICER_16,2025-10-03 12:05:00,Standard Credit Review Met
APR-2025-016619,APP-2025-021284,3420000.0,OFFICER_23,2025-09-30 22:57:00,Standard Credit Review Met
APR-2025-016620,APP-2025-021285,4710000.0,OFFICER_14,2025-09-16 22:48:00,Standard Credit Review Met
APR-2025-016621,APP-2025-021286,7420000.0,OFFICER_10,2025-09-22 10:39:00,Standard Credit Review Met
APR-2025-016622,APP-2025-021287,3600000.0,OFFICER_48,2025-10-01 18:38:00,Standard Credit Review Met
APR-2025-016623,APP-2025-021288,7410000.0,OFFICER_18,2025-09-13 20:10:00,Standard Credit Review Met
APR-2025-016624,APP-2025-021289,5840000.0,OFFICER_49,2025-09-21 15:56:00,Standard Credit Review Met
APR-2025-016625,APP-2025-021290,6400000.0,OFFICER_27,2025-09-04 18:05:00,Standard Credit Review Met
APR-2025-016626,APP-2025-021292,7310000.0,OFFICER_39,2025-09-30 17:53:00,Standard Credit Review Met
APR-2025-016627,APP-2025-021293,1160000.0,OFFICER_31,2025-09-17 04:59:00,Standard Credit Review Met
APR-2025-016628,APP-2025-021294,1460000.0,OFFICER_12,2025-09-03 06:11:00,Standard Credit Review Met
APR-2025-016629,APP-2025-021297,5430000.0,OFFICER_17,2025-09-26 09:47:00,Standard Credit Review Met
APR-2025-016630,APP-2025-021298,5020000.0,OFFICER_48,2025-09-20 03:43:00,Standard Credit Review Met
APR-2025-016631,APP-2025-021299,6240000.0,OFFICER_50,2025-09-24 00:55:00,Standard Credit Review Met
APR-2025-016632,APP-2025-021300,1470000.0,OFFICER_34,2025-09-06 21:47:00,Standard Credit Review Met
APR-2025-016633,APP-2025-021302,6710000.0,OFFICER_18,2025-09-04 17:33:00,Standard Credit Review Met
APR-2025-016634,APP-2025-021303,3010000.0,OFFICER_36,2025-09-17 07:48:00,Standard Credit Review Met
APR-2025-016635,APP-2025-021306,6260000.0,OFFICER_39,2025-09-21 15:04:00,Standard Credit Review Met
APR-2025-016636,APP-2025-021307,4880000.0,OFFICER_41,2025-09-08 16:13:00,Standard Credit Review Met
APR-2025-016637,APP-2025-021308,3640000.0,OFFICER_35,2025-10-02 12:25:00,Standard Credit Review Met
APR-2025-016638,APP-2025-021309,6730000.0,OFFICER_26,2025-09-25 14:12:00,Standard Credit Review Met
APR-2025-016639,APP-2025-021310,2650000.0,OFFICER_43,2025-09-02 23:17:00,Standard Credit Review Met
APR-2025-016640,APP-2025-021311,5220000.0,OFFICER_10,2025-08-31 11:39:00,Standard Credit Review Met
APR-2025-016641,APP-2025-021313,3660000.0,OFFICER_33,2025-09-19 16:24:00,Standard Credit Review Met
APR-2025-016642,APP-2025-021315,2150000.0,OFFICER_13,2025-09-22 07:20:00,Standard Credit Review Met
APR-2025-016643,APP-2025-021316,5350000.0,OFFICER_43,2025-09-17 13:31:00,Standard Credit Review Met
APR-2025-016644,APP-2025-021317,3200000.0,OFFICER_26,2025-10-03 18:56:00,Standard Credit Review Met
APR-2025-016645,APP-2025-021319,6170000.0,OFFICER_35,2025-09-28 09:43:00,Standard Credit Review Met
APR-2025-016646,APP-2025-021320,4290000.0,OFFICER_21,2025-09-09 09:17:00,Standard Credit Review Met
APR-2025-016647,APP-2025-021322,3940000.0,OFFICER_10,2025-10-01 02:49:00,Standard Credit Review Met
APR-2025-016648,APP-2025-021323,2000000.0,OFFICER_47,2025-09-12 00:33:00,Standard Credit Review Met
APR-2025-016649,APP-2025-021324,1730000.0,OFFICER_19,2025-09-07 09:50:00,Standard Credit Review Met
APR-2025-016650,APP-2025-021325,5080000.0,OFFICER_19,2025-09-11 13:19:00,Standard Credit Review Met
APR-2025-016651,APP-2025-021327,4100000.0,OFFICER_26,2025-09-06 16:09:00,Standard Credit Review Met
APR-2025-016652,APP-2025-021328,580000.0,OFFICER_47,2025-08-29 00:03:00,Standard Credit Review Met
APR-2025-016653,APP-2025-021330,2300000.0,OFFICER_10,2025-09-17 19:28:00,Standard Credit Review Met
APR-2025-016654,APP-2025-021332,4780000.0,OFFICER_10,2025-09-19 03:49:00,Standard Credit Review Met
APR-2025-016655,APP-2025-021334,480000.0,OFFICER_47,2025-09-11 16:16:00,Standard Credit Review Met
APR-2025-016656,APP-2025-021335,6850000.0,OFFICER_17,2025-09-30 22:12:00,Standard Credit Review Met
APR-2025-016657,APP-2025-021336,6620000.0,OFFICER_49,2025-09-06 15:39:00,Standard Credit Review Met
APR-2025-016658,APP-2025-021337,6600000.0,OFFICER_33,2025-09-09 04:44:00,Standard Credit Review Met
APR-2025-016659,APP-2025-021339,860000.0,OFFICER_21,2025-09-17 19:14:00,Standard Credit Review Met
APR-2025-016660,APP-2025-021340,370000.0,OFFICER_29,2025-09-16 05:45:00,Standard Credit Review Met
APR-2025-016661,APP-2025-021343,2960000.0,OFFICER_15,2025-08-30 18:50:00,Standard Credit Review Met
APR-2025-016662,APP-2025-021344,2500000.0,OFFICER_12,2025-09-23 20:40:00,Standard Credit Review Met
APR-2025-016663,APP-2025-021345,6240000.0,OFFICER_49,2025-09-14 13:50:00,Standard Credit Review Met
APR-2025-016664,APP-2025-021346,6310000.0,OFFICER_36,2025-09-17 07:36:00,Standard Credit Review Met
APR-2025-016665,APP-2025-021347,4980000.0,OFFICER_50,2025-09-08 12:02:00,Standard Credit Review Met
APR-2025-016666,APP-2025-021348,5890000.0,OFFICER_37,2025-09-15 03:10:00,Standard Credit Review Met
APR-2025-016667,APP-2025-021349,3840000.0,OFFICER_17,2025-09-21 17:11:00,Standard Credit Review Met
APR-2025-016668,APP-2025-021351,2480000.0,OFFICER_32,2025-09-23 12:06:00,Standard Credit Review Met
APR-2025-016669,APP-2025-021352,5750000.0,OFFICER_45,2025-09-01 10:48:00,Standard Credit Review Met
APR-2025-016670,APP-2025-021353,3040000.0,OFFICER_26,2025-09-27 19:10:00,Standard Credit Review Met
APR-2025-016671,APP-2025-021354,6640000.0,OFFICER_36,2025-09-15 06:21:00,Standard Credit Review Met
APR-2025-016672,APP-2025-021355,6830000.0,OFFICER_37,2025-09-07 19:43:00,Standard Credit Review Met
APR-2025-016673,APP-2025-021356,720000.0,OFFICER_37,2025-09-09 18:02:00,Standard Credit Review Met
APR-2025-016674,APP-2025-021357,2130000.0,OFFICER_14,2025-10-02 20:41:00,Standard Credit Review Met
APR-2025-016675,APP-2025-021358,7170000.0,OFFICER_19,2025-09-07 21:53:00,Standard Credit Review Met
APR-2025-016676,APP-2025-021360,1690000.0,OFFICER_33,2025-09-18 17:55:00,Standard Credit Review Met
APR-2025-016677,APP-2025-021361,1350000.0,OFFICER_11,2025-09-30 09:51:00,Standard Credit Review Met
APR-2025-016678,APP-2025-021362,7420000.0,OFFICER_50,2025-09-13 20:08:00,Standard Credit Review Met
APR-2025-016679,APP-2025-021363,6710000.0,OFFICER_47,2025-09-19 23:06:00,Standard Credit Review Met
APR-2025-016680,APP-2025-021365,2860000.0,OFFICER_48,2025-09-02 13:25:00,Standard Credit Review Met
APR-2025-016681,APP-2025-021366,6540000.0,OFFICER_20,2025-09-13 15:10:00,Standard Credit Review Met
APR-2025-016682,APP-2025-021367,3810000.0,OFFICER_26,2025-09-21 06:27:00,Standard Credit Review Met
APR-2025-016683,APP-2025-021368,1580000.0,OFFICER_44,2025-09-21 09:13:00,Standard Credit Review Met
APR-2025-016684,APP-2025-021369,6290000.0,OFFICER_44,2025-09-24 00:02:00,Standard Credit Review Met
APR-2025-016685,APP-2025-021370,2840000.0,OFFICER_24,2025-09-03 10:53:00,Standard Credit Review Met
APR-2025-016686,APP-2025-021373,1500000.0,OFFICER_28,2025-09-20 16:50:00,Standard Credit Review Met
APR-2025-016687,APP-2025-021374,5720000.0,OFFICER_45,2025-09-15 23:54:00,Standard Credit Review Met
APR-2025-016688,APP-2025-021375,4230000.0,OFFICER_41,2025-08-31 12:26:00,Standard Credit Review Met
APR-2025-016689,APP-2025-021376,480000.0,OFFICER_20,2025-08-30 22:09:00,Standard Credit Review Met
APR-2025-016690,APP-2025-021377,320000.0,OFFICER_15,2025-09-19 15:19:00,Standard Credit Review Met
APR-2025-016691,APP-2025-021378,1870000.0,OFFICER_38,2025-09-08 13:39:00,Standard Credit Review Met
APR-2025-016692,APP-2025-021379,1100000.0,OFFICER_17,2025-09-13 08:23:00,Standard Credit Review Met
APR-2025-016693,APP-2025-021380,4120000.0,OFFICER_38,2025-09-20 05:48:00,Standard Credit Review Met
APR-2025-016694,APP-2025-021382,3520000.0,OFFICER_33,2025-09-24 08:05:00,Standard Credit Review Met
APR-2025-016695,APP-2025-021383,5570000.0,OFFICER_44,2025-09-25 05:51:00,Standard Credit Review Met
APR-2025-016696,APP-2025-021384,6700000.0,OFFICER_19,2025-09-23 03:07:00,Standard Credit Review Met
APR-2025-016697,APP-2025-021387,2520000.0,OFFICER_24,2025-09-02 20:10:00,Standard Credit Review Met
APR-2025-016698,APP-2025-021388,4780000.0,OFFICER_20,2025-10-01 08:03:00,Standard Credit Review Met
APR-2025-016699,APP-2025-021390,5900000.0,OFFICER_21,2025-09-18 23:45:00,Standard Credit Review Met
APR-2025-016700,APP-2025-021391,930000.0,OFFICER_30,2025-09-01 05:01:00,Standard Credit Review Met
APR-2025-016701,APP-2025-021392,7380000.0,OFFICER_49,2025-09-14 08:44:00,Standard Credit Review Met
APR-2025-016702,APP-2025-021393,5940000.0,OFFICER_24,2025-09-27 00:48:00,Standard Credit Review Met
APR-2025-016703,APP-2025-021394,450000.0,OFFICER_39,2025-09-18 13:35:00,Standard Credit Review Met
APR-2025-016704,APP-2025-021395,1340000.0,OFFICER_25,2025-09-18 11:10:00,Standard Credit Review Met
APR-2025-016705,APP-2025-021396,4100000.0,OFFICER_22,2025-09-21 01:25:00,Standard Credit Review Met
APR-2025-016706,APP-2025-021397,830000.0,OFFICER_39,2025-09-25 03:58:00,Standard Credit Review Met
APR-2025-016707,APP-2025-021398,3500000.0,OFFICER_31,2025-09-07 07:36:00,Standard Credit Review Met
APR-2025-016708,APP-2025-021399,5860000.0,OFFICER_25,2025-09-07 03:57:00,Standard Credit Review Met
APR-2025-016709,APP-2025-021400,1820000.0,OFFICER_49,2025-09-03 11:36:00,Standard Credit Review Met
APR-2025-016710,APP-2025-021401,4690000.0,OFFICER_28,2025-09-20 20:27:00,Standard Credit Review Met
APR-2025-016711,APP-2025-021402,4650000.0,OFFICER_14,2025-09-22 03:13:00,Standard Credit Review Met
APR-2025-016712,APP-2025-021403,3520000.0,OFFICER_30,2025-09-10 10:03:00,Standard Credit Review Met
APR-2025-016713,APP-2025-021404,2420000.0,OFFICER_32,2025-09-29 00:33:00,Standard Credit Review Met
APR-2025-016714,APP-2025-021405,1210000.0,OFFICER_44,2025-09-06 18:06:00,Standard Credit Review Met
APR-2025-016715,APP-2025-021406,1650000.0,OFFICER_23,2025-09-04 19:21:00,Standard Credit Review Met
APR-2025-016716,APP-2025-021409,2740000.0,OFFICER_25,2025-09-20 10:13:00,Standard Credit Review Met
APR-2025-016717,APP-2025-021411,1220000.0,OFFICER_31,2025-09-18 06:43:00,Standard Credit Review Met
APR-2025-016718,APP-2025-021412,2230000.0,OFFICER_26,2025-10-01 00:40:00,Standard Credit Review Met
APR-2025-016719,APP-2025-021413,4700000.0,OFFICER_45,2025-09-16 10:08:00,Standard Credit Review Met
APR-2025-016720,APP-2025-021414,5570000.0,OFFICER_20,2025-09-21 17:56:00,Standard Credit Review Met
APR-2025-016721,APP-2025-021416,3600000.0,OFFICER_24,2025-09-03 02:19:00,Standard Credit Review Met
APR-2025-016722,APP-2025-021417,6610000.0,OFFICER_43,2025-09-10 07:23:00,Standard Credit Review Met
APR-2025-016723,APP-2025-021418,5530000.0,OFFICER_26,2025-09-16 21:41:00,Standard Credit Review Met
APR-2025-016724,APP-2025-021419,3390000.0,OFFICER_38,2025-09-24 17:42:00,Standard Credit Review Met
APR-2025-016725,APP-2025-021422,1310000.0,OFFICER_41,2025-09-22 17:00:00,Standard Credit Review Met
