beneficiary_id,state,sector,gender,age_band,employment_category
BEN-007976,Enugu,Retail Trade,Male,36-50,Self-Employed
BEN-007977,Nasarawa,Agriculture,Male,26-35,Micro-Enterprise
BEN-007978,Rivers,Tech & Services,Male,26-35,Self-Employed
BEN-007979,Nasarawa,Light Manufacturing,Male,26-35,Self-Employed
BEN-007980,Bauchi,Agriculture,Male,26-35,Self-Employed
BEN-007981,Enugu,Retail Trade,Male,26-35,Self-Employed
BEN-007982,Kano,Agriculture,Female,36-50,Micro-Enterprise
BEN-007983,Bauchi,Agriculture,Male,26-35,Formal Sector
BEN-007984,Nasarawa,Retail Trade,Male,26-35,Formal Sector
BEN-007985,Nasarawa,Light Manufacturing,Male,50+,Micro-Enterprise
BEN-007986,Kaduna,Agriculture,Male,26-35,Formal Sector
BEN-007987,Rivers,Light Manufacturing,Female,26-35,Self-Employed
BEN-007988,Katsina,Tech & Services,Male,26-35,Self-Employed
BEN-007989,Lagos,Healthcare,Male,26-35,Self-Employed
BEN-007990,Kano,Healthcare,Female,18-25,Self-Employed
BEN-007991,Nasarawa,Healthcare,Male,36-50,Self-Employed
BEN-007992,Katsina,Agriculture,Male,26-35,Self-Employed
BEN-007993,Nasarawa,Retail Trade,Female,36-50,Formal Sector
BEN-007994,Kano,Light Manufacturing,Male,26-35,Self-Employed
BEN-007995,Oyo,Healthcare,Male,36-50,Self-Employed
BEN-007996,Katsina,Agriculture,Male,18-25,Micro-Enterprise
BEN-007997,Kaduna,Agriculture,Male,26-35,Self-Employed
BEN-007998,Kaduna,Tech & Services,Female,26-35,Micro-Enterprise
BEN-007999,Kaduna,Agriculture,Male,36-50,Self-Employed
BEN-008000,FCT,Healthcare,Female,18-25,Self-Employed
BEN-008001,Enugu,Healthcare,Male,50+,Micro-Enterprise
BEN-008002,Kano,Healthcare,Female,36-50,Micro-Enterprise
BEN-008003,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-008004,FCT,Tech & Services,Female,26-35,Micro-Enterprise
BEN-008005,FCT,Healthcare,Male,36-50,Self-Employed
BEN-008006,FCT,Retail Trade,Male,18-25,Self-Employed
BEN-008007,FCT,Tech & Services,Male,26-35,Micro-Enterprise
BEN-008008,Kaduna,Tech & Services,Female,26-35,Self-Employed
BEN-008009,FCT,Tech & Services,Female,18-25,Self-Employed
BEN-008010,Enugu,Tech & Services,Female,26-35,Self-Employed
BEN-008011,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-008012,Kaduna,Healthcare,Male,26-35,Self-Employed
BEN-008013,Enugu,Healthcare,Male,18-25,Micro-Enterprise
BEN-008014,Katsina,Tech & Services,Male,18-25,Micro-Enterprise
BEN-008015,FCT,Agriculture,Female,36-50,Micro-Enterprise
BEN-008016,Nasarawa,Retail Trade,Female,26-35,Micro-Enterprise
BEN-008017,Lagos,Agriculture,Male,36-50,Self-Employed
BEN-008018,Enugu,Healthcare,Male,26-35,Formal Sector
BEN-008019,Katsina,Light Manufacturing,Female,26-35,Self-Employed
BEN-008020,Bauchi,Healthcare,Female,50+,Micro-Enterprise
BEN-008021,FCT,Retail Trade,Male,18-25,Self-Employed
BEN-008022,Nasarawa,Retail Trade,Male,26-35,Self-Employed
BEN-008023,Lagos,Light Manufacturing,Male,26-35,Self-Employed
BEN-008024,Kaduna,Light Manufacturing,Male,26-35,Formal Sector
BEN-008025,Lagos,Retail Trade,Female,26-35,Micro-Enterprise
BEN-008026,FCT,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-008027,FCT,Tech & Services,Female,26-35,Self-Employed
BEN-008028,Enugu,Agriculture,Male,26-35,Formal Sector
BEN-008029,Kaduna,Retail Trade,Female,26-35,Micro-Enterprise
BEN-008030,Lagos,Healthcare,Male,26-35,Micro-Enterprise
BEN-008031,Kaduna,Healthcare,Female,36-50,Micro-Enterprise
BEN-008032,Kaduna,Retail Trade,Female,36-50,Micro-Enterprise
BEN-008033,Katsina,Healthcare,Male,18-25,Self-Employed
BEN-008034,Kano,Healthcare,Male,36-50,Formal Sector
BEN-008035,Nasarawa,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-008036,Kaduna,Healthcare,Female,18-25,Micro-Enterprise
BEN-008037,FCT,Agriculture,Female,26-35,Self-Employed
BEN-008038,Rivers,Retail Trade,Female,36-50,Self-Employed
BEN-008039,FCT,Tech & Services,Female,18-25,Self-Employed
BEN-008040,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-008041,Kano,Tech & Services,Male,26-35,Self-Employed
BEN-008042,Enugu,Healthcare,Female,26-35,Self-Employed
BEN-008043,Kaduna,Healthcare,Male,18-25,Micro-Enterprise
BEN-008044,Kano,Tech & Services,Male,18-25,Micro-Enterprise
BEN-008045,Kano,Light Manufacturing,Male,36-50,Self-Employed
BEN-008046,Rivers,Retail Trade,Female,26-35,Micro-Enterprise
BEN-008047,Katsina,Agriculture,Male,26-35,Self-Employed
BEN-008048,Enugu,Healthcare,Female,50+,Self-Employed
BEN-008049,FCT,Retail Trade,Male,26-35,Micro-Enterprise
BEN-008050,Kaduna,Retail Trade,Female,26-35,Self-Employed
BEN-008051,Katsina,Agriculture,Male,18-25,Formal Sector
BEN-008052,FCT,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-008053,Kano,Light Manufacturing,Male,50+,Self-Employed
BEN-008054,FCT,Agriculture,Male,26-35,Self-Employed
BEN-008055,Kaduna,Retail Trade,Male,36-50,Self-Employed
BEN-008056,Nasarawa,Agriculture,Female,36-50,Micro-Enterprise
BEN-008057,Kaduna,Tech & Services,Female,26-35,Micro-Enterprise
BEN-008058,Rivers,Retail Trade,Male,36-50,Self-Employed
BEN-008059,FCT,Retail Trade,Female,26-35,Self-Employed
BEN-008060,Katsina,Retail Trade,Female,18-25,Self-Employed
BEN-008061,Kano,Healthcare,Male,36-50,Self-Employed
BEN-008062,Kano,Retail Trade,Male,36-50,Self-Employed
BEN-008063,Lagos,Healthcare,Female,26-35,Self-Employed
BEN-008064,Kaduna,Tech & Services,Female,26-35,Micro-Enterprise
BEN-008065,Rivers,Agriculture,Female,26-35,Self-Employed
BEN-008066,Nasarawa,Agriculture,Female,26-35,Formal Sector
BEN-008067,FCT,Tech & Services,Female,36-50,Self-Employed
BEN-008068,FCT,Retail Trade,Male,50+,Micro-Enterprise
BEN-008069,Oyo,Healthcare,Male,36-50,Self-Employed
BEN-008070,Katsina,Light Manufacturing,Female,36-50,Self-Employed
BEN-008071,Lagos,Light Manufacturing,Female,26-35,Self-Employed
BEN-008072,Katsina,Light Manufacturing,Female,36-50,Self-Employed
BEN-008073,FCT,Tech & Services,Female,26-35,Micro-Enterprise
BEN-008074,Bauchi,Light Manufacturing,Male,26-35,Formal Sector
BEN-008075,Kaduna,Agriculture,Female,26-35,Self-Employed
BEN-008076,Rivers,Tech & Services,Male,26-35,Micro-Enterprise
BEN-008077,Kaduna,Agriculture,Male,26-35,Self-Employed
BEN-008078,Katsina,Healthcare,Male,50+,Self-Employed
BEN-008079,Kaduna,Agriculture,Male,26-35,Micro-Enterprise
BEN-008080,Lagos,Agriculture,Female,26-35,Micro-Enterprise
BEN-008081,FCT,Agriculture,Male,36-50,Micro-Enterprise
BEN-008082,Kaduna,Healthcare,Female,26-35,Self-Employed
BEN-008083,Lagos,Light Manufacturing,Male,26-35,Self-Employed
BEN-008084,FCT,Tech & Services,Male,50+,Self-Employed
BEN-008085,FCT,Tech & Services,Male,26-35,Self-Employed
BEN-008086,Bauchi,Retail Trade,Male,26-35,Micro-Enterprise
BEN-008087,Lagos,Agriculture,Male,36-50,Micro-Enterprise
BEN-008088,Rivers,Retail Trade,Female,36-50,Self-Employed
BEN-008089,Kano,Healthcare,Female,36-50,Self-Employed
BEN-008090,Nasarawa,Retail Trade,Female,36-50,Self-Employed
BEN-008091,Bauchi,Healthcare,Male,26-35,Self-Employed
BEN-008092,Oyo,Agriculture,Male,26-35,Self-Employed
BEN-008093,Katsina,Healthcare,Male,36-50,Self-Employed
BEN-008094,FCT,Agriculture,Female,26-35,Self-Employed
BEN-008095,FCT,Agriculture,Female,26-35,Micro-Enterprise
BEN-008096,Rivers,Agriculture,Female,36-50,Self-Employed
BEN-008097,Rivers,Tech & Services,Female,26-35,Formal Sector
BEN-008098,Enugu,Light Manufacturing,Female,18-25,Self-Employed
BEN-008099,Kaduna,Tech & Services,Female,26-35,Micro-Enterprise
BEN-008100,Lagos,Retail Trade,Male,36-50,Micro-Enterprise
BEN-008101,Lagos,Tech & Services,Female,36-50,Self-Employed
BEN-008102,Oyo,Retail Trade,Male,26-35,Self-Employed
BEN-008103,Kaduna,Light Manufacturing,Male,36-50,Self-Employed
BEN-008104,FCT,Agriculture,Male,26-35,Micro-Enterprise
BEN-008105,FCT,Agriculture,Female,26-35,Micro-Enterprise
BEN-008106,FCT,Agriculture,Female,26-35,Self-Employed
BEN-008107,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-008108,FCT,Healthcare,Female,36-50,Micro-Enterprise
BEN-008109,Lagos,Light Manufacturing,Male,26-35,Self-Employed
BEN-008110,Katsina,Retail Trade,Male,26-35,Self-Employed
BEN-008111,Katsina,Agriculture,Male,18-25,Self-Employed
BEN-008112,Lagos,Retail Trade,Female,18-25,Self-Employed
BEN-008113,Kaduna,Tech & Services,Male,18-25,Formal Sector
BEN-008114,Kaduna,Retail Trade,Female,18-25,Self-Employed
BEN-008115,Lagos,Tech & Services,Female,26-35,Self-Employed
BEN-008116,FCT,Retail Trade,Male,18-25,Micro-Enterprise
BEN-008117,FCT,Healthcare,Female,26-35,Self-Employed
BEN-008118,Bauchi,Healthcare,Male,26-35,Micro-Enterprise
BEN-008119,Enugu,Tech & Services,Male,50+,Formal Sector
BEN-008120,Kano,Agriculture,Female,26-35,Self-Employed
BEN-008121,Rivers,Tech & Services,Female,26-35,Micro-Enterprise
BEN-008122,Enugu,Agriculture,Male,18-25,Self-Employed
BEN-008123,Kaduna,Tech & Services,Male,36-50,Micro-Enterprise
BEN-008124,Kaduna,Agriculture,Male,36-50,Self-Employed
BEN-008125,Kano,Light Manufacturing,Female,50+,Micro-Enterprise
BEN-008126,FCT,Healthcare,Male,26-35,Micro-Enterprise
BEN-008127,Oyo,Agriculture,Female,18-25,Self-Employed
BEN-008128,Lagos,Healthcare,Female,26-35,Self-Employed
BEN-008129,Rivers,Tech & Services,Male,36-50,Micro-Enterprise
BEN-008130,Kano,Retail Trade,Female,26-35,Self-Employed
BEN-008131,Enugu,Light Manufacturing,Male,26-35,Self-Employed
BEN-008132,Bauchi,Retail Trade,Male,18-25,Micro-Enterprise
BEN-008133,FCT,Tech & Services,Female,18-25,Self-Employed
BEN-008134,Kano,Healthcare,Male,36-50,Formal Sector
BEN-008135,Bauchi,Healthcare,Female,26-35,Self-Employed
BEN-008136,Lagos,Retail Trade,Female,18-25,Self-Employed
BEN-008137,Katsina,Light Manufacturing,Female,50+,Self-Employed
BEN-008138,Oyo,Tech & Services,Female,26-35,Formal Sector
BEN-008139,Rivers,Tech & Services,Male,18-25,Formal Sector
BEN-008140,Kaduna,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-008141,Katsina,Tech & Services,Female,26-35,Self-Employed
BEN-008142,Enugu,Healthcare,Male,26-35,Formal Sector
BEN-008143,Rivers,Healthcare,Male,50+,Self-Employed
BEN-008144,Kaduna,Healthcare,Male,26-35,Micro-Enterprise
BEN-008145,Kano,Healthcare,Male,26-35,Self-Employed
BEN-008146,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-008147,Rivers,Agriculture,Male,26-35,Self-Employed
BEN-008148,Kaduna,Light Manufacturing,Female,36-50,Self-Employed
BEN-008149,Kaduna,Retail Trade,Male,50+,Formal Sector
BEN-008150,Enugu,Agriculture,Female,50+,Micro-Enterprise
BEN-008151,Kano,Agriculture,Male,36-50,Self-Employed
BEN-008152,Lagos,Tech & Services,Male,26-35,Self-Employed
BEN-008153,Enugu,Retail Trade,Female,26-35,Self-Employed
BEN-008154,FCT,Tech & Services,Female,26-35,Self-Employed
BEN-008155,FCT,Retail Trade,Male,26-35,Self-Employed
BEN-008156,FCT,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-008157,Kano,Agriculture,Female,50+,Micro-Enterprise
BEN-008158,Kaduna,Agriculture,Female,50+,Micro-Enterprise
BEN-008159,Nasarawa,Tech & Services,Female,26-35,Self-Employed
BEN-008160,Nasarawa,Healthcare,Male,26-35,Micro-Enterprise
BEN-008161,Lagos,Light Manufacturing,Male,50+,Self-Employed
BEN-008162,Kaduna,Tech & Services,Female,18-25,Self-Employed
BEN-008163,FCT,Agriculture,Male,50+,Micro-Enterprise
BEN-008164,Enugu,Healthcare,Male,36-50,Self-Employed
BEN-008165,Kaduna,Light Manufacturing,Female,36-50,Self-Employed
BEN-008166,Oyo,Tech & Services,Male,26-35,Micro-Enterprise
BEN-008167,Kano,Retail Trade,Female,26-35,Self-Employed
BEN-008168,Katsina,Agriculture,Female,26-35,Self-Employed
BEN-008169,Enugu,Retail Trade,Male,18-25,Self-Employed
BEN-008170,Lagos,Tech & Services,Male,26-35,Micro-Enterprise
BEN-008171,Kano,Tech & Services,Male,50+,Self-Employed
BEN-008172,Kaduna,Healthcare,Male,18-25,Self-Employed
BEN-008173,Enugu,Agriculture,Male,18-25,Micro-Enterprise
BEN-008174,Bauchi,Healthcare,Male,50+,Self-Employed
BEN-008175,Kaduna,Healthcare,Female,26-35,Self-Employed
BEN-008176,Kaduna,Healthcare,Female,50+,Self-Employed
BEN-008177,Nasarawa,Retail Trade,Male,26-35,Self-Employed
BEN-008178,Lagos,Light Manufacturing,Male,18-25,Self-Employed
BEN-008179,Bauchi,Agriculture,Female,26-35,Formal Sector
BEN-008180,Bauchi,Retail Trade,Female,26-35,Micro-Enterprise
BEN-008181,Kaduna,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-008182,Kano,Tech & Services,Male,36-50,Self-Employed
BEN-008183,Lagos,Healthcare,Female,26-35,Self-Employed
BEN-008184,Lagos,Light Manufacturing,Female,26-35,Self-Employed
BEN-008185,Rivers,Tech & Services,Male,26-35,Micro-Enterprise
BEN-008186,Kaduna,Retail Trade,Male,26-35,Micro-Enterprise
BEN-008187,FCT,Healthcare,Female,26-35,Self-Employed
BEN-008188,Enugu,Agriculture,Male,36-50,Self-Employed
BEN-008189,Bauchi,Light Manufacturing,Female,26-35,Self-Employed
BEN-008190,Rivers,Light Manufacturing,Male,36-50,Self-Employed
BEN-008191,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-008192,Kaduna,Healthcare,Female,36-50,Self-Employed
BEN-008193,Oyo,Retail Trade,Female,36-50,Self-Employed
BEN-008194,Kaduna,Agriculture,Female,18-25,Micro-Enterprise
BEN-008195,Katsina,Light Manufacturing,Female,18-25,Self-Employed
BEN-008196,Enugu,Retail Trade,Female,36-50,Self-Employed
BEN-008197,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-008198,Katsina,Tech & Services,Male,36-50,Self-Employed
BEN-008199,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-008200,Kaduna,Healthcare,Male,26-35,Self-Employed
BEN-008201,Bauchi,Light Manufacturing,Female,50+,Micro-Enterprise
BEN-008202,Kano,Light Manufacturing,Male,26-35,Self-Employed
BEN-008203,Kaduna,Healthcare,Male,36-50,Micro-Enterprise
BEN-008204,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-008205,Enugu,Tech & Services,Female,36-50,Self-Employed
BEN-008206,Kaduna,Light Manufacturing,Male,50+,Formal Sector
BEN-008207,Rivers,Healthcare,Female,26-35,Micro-Enterprise
BEN-008208,FCT,Agriculture,Male,26-35,Micro-Enterprise
BEN-008209,Kaduna,Healthcare,Male,50+,Micro-Enterprise
BEN-008210,Katsina,Retail Trade,Male,26-35,Micro-Enterprise
BEN-008211,Oyo,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-008212,Lagos,Tech & Services,Male,26-35,Self-Employed
BEN-008213,Kaduna,Agriculture,Female,26-35,Self-Employed
BEN-008214,Kaduna,Agriculture,Male,26-35,Micro-Enterprise
BEN-008215,Kaduna,Light Manufacturing,Female,36-50,Self-Employed
BEN-008216,Enugu,Retail Trade,Female,36-50,Self-Employed
BEN-008217,Enugu,Tech & Services,Male,36-50,Micro-Enterprise
BEN-008218,Bauchi,Agriculture,Female,26-35,Self-Employed
BEN-008219,Oyo,Healthcare,Male,26-35,Self-Employed
BEN-008220,Kano,Healthcare,Male,50+,Self-Employed
BEN-008221,Nasarawa,Agriculture,Female,26-35,Micro-Enterprise
BEN-008222,Enugu,Healthcare,Male,18-25,Self-Employed
BEN-008223,Kaduna,Healthcare,Male,36-50,Micro-Enterprise
BEN-008224,Kano,Agriculture,Male,36-50,Self-Employed
BEN-008225,Enugu,Light Manufacturing,Male,26-35,Self-Employed
BEN-008226,FCT,Tech & Services,Male,18-25,Micro-Enterprise
BEN-008227,Kaduna,Agriculture,Male,26-35,Formal Sector
BEN-008228,Kano,Agriculture,Male,18-25,Formal Sector
BEN-008229,Lagos,Tech & Services,Female,36-50,Micro-Enterprise
BEN-008230,Oyo,Retail Trade,Female,36-50,Formal Sector
BEN-008231,Lagos,Tech & Services,Female,36-50,Self-Employed
BEN-008232,Katsina,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-008233,Kano,Agriculture,Female,18-25,Micro-Enterprise
BEN-008234,Kaduna,Healthcare,Male,26-35,Micro-Enterprise
BEN-008235,Lagos,Light Manufacturing,Female,18-25,Micro-Enterprise
BEN-008236,Kaduna,Retail Trade,Male,36-50,Self-Employed
BEN-008237,Kano,Tech & Services,Male,18-25,Micro-Enterprise
BEN-008238,Bauchi,Light Manufacturing,Female,36-50,Self-Employed
BEN-008239,Lagos,Healthcare,Female,26-35,Self-Employed
BEN-008240,Kaduna,Retail Trade,Male,26-35,Micro-Enterprise
BEN-008241,Lagos,Healthcare,Male,36-50,Self-Employed
BEN-008242,Katsina,Light Manufacturing,Male,26-35,Self-Employed
BEN-008243,Lagos,Tech & Services,Female,36-50,Micro-Enterprise
BEN-008244,Kaduna,Tech & Services,Male,18-25,Micro-Enterprise
BEN-008245,FCT,Retail Trade,Female,26-35,Self-Employed
BEN-008246,Kaduna,Healthcare,Female,18-25,Micro-Enterprise
BEN-008247,Bauchi,Agriculture,Female,26-35,Self-Employed
BEN-008248,Kano,Healthcare,Female,36-50,Micro-Enterprise
BEN-008249,FCT,Retail Trade,Male,26-35,Micro-Enterprise
BEN-008250,Enugu,Healthcare,Male,26-35,Self-Employed
BEN-008251,Kaduna,Healthcare,Male,26-35,Micro-Enterprise
BEN-008252,Kaduna,Healthcare,Male,26-35,Self-Employed
BEN-008253,Kaduna,Tech & Services,Female,26-35,Self-Employed
BEN-008254,FCT,Light Manufacturing,Male,36-50,Self-Employed
BEN-008255,Nasarawa,Retail Trade,Male,26-35,Micro-Enterprise
BEN-008256,FCT,Retail Trade,Male,36-50,Formal Sector
BEN-008257,FCT,Healthcare,Female,26-35,Micro-Enterprise
BEN-008258,Lagos,Healthcare,Female,18-25,Micro-Enterprise
BEN-008259,Kano,Retail Trade,Male,26-35,Self-Employed
BEN-008260,Kaduna,Retail Trade,Female,18-25,Self-Employed
BEN-008261,Rivers,Agriculture,Male,26-35,Formal Sector
BEN-008262,Rivers,Light Manufacturing,Female,18-25,Formal Sector
BEN-008263,Kaduna,Retail Trade,Male,26-35,Micro-Enterprise
BEN-008264,FCT,Agriculture,Male,50+,Self-Employed
BEN-008265,Kaduna,Retail Trade,Male,36-50,Micro-Enterprise
BEN-008266,Kano,Tech & Services,Male,36-50,Self-Employed
BEN-008267,Kano,Light Manufacturing,Female,26-35,Formal Sector
BEN-008268,Kano,Retail Trade,Male,26-35,Self-Employed
BEN-008269,FCT,Healthcare,Male,26-35,Micro-Enterprise
BEN-008270,Kano,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-008271,Kaduna,Agriculture,Male,50+,Self-Employed
BEN-008272,Enugu,Retail Trade,Male,50+,Formal Sector
BEN-008273,Lagos,Light Manufacturing,Male,36-50,Self-Employed
BEN-008274,Kano,Agriculture,Female,18-25,Formal Sector
BEN-008275,Kaduna,Light Manufacturing,Male,50+,Self-Employed
BEN-008276,Bauchi,Agriculture,Male,36-50,Self-Employed
BEN-008277,Kano,Retail Trade,Male,26-35,Self-Employed
BEN-008278,Rivers,Retail Trade,Male,36-50,Self-Employed
BEN-008279,Oyo,Agriculture,Female,26-35,Self-Employed
BEN-008280,Kaduna,Retail Trade,Female,36-50,Self-Employed
BEN-008281,Kano,Healthcare,Female,26-35,Self-Employed
BEN-008282,Kaduna,Retail Trade,Male,36-50,Micro-Enterprise
BEN-008283,Kano,Tech & Services,Female,18-25,Micro-Enterprise
BEN-008284,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-008285,Nasarawa,Healthcare,Male,26-35,Micro-Enterprise
BEN-008286,Enugu,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-008287,FCT,Tech & Services,Female,26-35,Self-Employed
BEN-008288,Kaduna,Light Manufacturing,Female,36-50,Self-Employed
BEN-008289,Kaduna,Light Manufacturing,Female,36-50,Micro-Enterprise
BEN-008290,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-008291,Lagos,Retail Trade,Male,18-25,Self-Employed
BEN-008292,Bauchi,Healthcare,Male,26-35,Micro-Enterprise
BEN-008293,FCT,Retail Trade,Male,36-50,Self-Employed
BEN-008294,Oyo,Retail Trade,Female,26-35,Self-Employed
BEN-008295,Kaduna,Retail Trade,Male,36-50,Self-Employed
BEN-008296,Nasarawa,Healthcare,Male,26-35,Self-Employed
BEN-008297,Enugu,Retail Trade,Female,36-50,Micro-Enterprise
BEN-008298,Nasarawa,Agriculture,Female,26-35,Self-Employed
BEN-008299,FCT,Agriculture,Male,36-50,Self-Employed
BEN-008300,Oyo,Retail Trade,Male,18-25,Micro-Enterprise
BEN-008301,Lagos,Tech & Services,Female,50+,Self-Employed
BEN-008302,FCT,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-008303,Enugu,Tech & Services,Female,26-35,Self-Employed
BEN-008304,Kano,Retail Trade,Male,26-35,Formal Sector
BEN-008305,Bauchi,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-008306,Katsina,Agriculture,Female,26-35,Self-Employed
BEN-008307,Oyo,Agriculture,Male,26-35,Self-Employed
BEN-008308,Katsina,Light Manufacturing,Female,26-35,Formal Sector
BEN-008309,Kano,Retail Trade,Female,26-35,Self-Employed
BEN-008310,Kano,Retail Trade,Female,36-50,Self-Employed
BEN-008311,Kano,Tech & Services,Female,36-50,Self-Employed
BEN-008312,Kaduna,Healthcare,Male,26-35,Micro-Enterprise
BEN-008313,Kano,Light Manufacturing,Female,36-50,Self-Employed
BEN-008314,Kano,Agriculture,Male,26-35,Micro-Enterprise
BEN-008315,Enugu,Healthcare,Male,36-50,Self-Employed
BEN-008316,Katsina,Healthcare,Male,50+,Formal Sector
BEN-008317,Katsina,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-008318,Kaduna,Tech & Services,Female,36-50,Formal Sector
BEN-008319,Kaduna,Light Manufacturing,Male,36-50,Self-Employed
BEN-008320,Oyo,Retail Trade,Male,18-25,Self-Employed
BEN-008321,Kaduna,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-008322,Nasarawa,Agriculture,Female,36-50,Self-Employed
BEN-008323,FCT,Light Manufacturing,Female,18-25,Self-Employed
BEN-008324,Kaduna,Agriculture,Male,36-50,Micro-Enterprise
BEN-008325,Lagos,Light Manufacturing,Male,26-35,Self-Employed
BEN-008326,Enugu,Agriculture,Male,18-25,Self-Employed
BEN-008327,Katsina,Retail Trade,Female,36-50,Self-Employed
BEN-008328,Lagos,Retail Trade,Male,18-25,Self-Employed
BEN-008329,Kaduna,Healthcare,Male,36-50,Micro-Enterprise
BEN-008330,Enugu,Retail Trade,Female,50+,Self-Employed
BEN-008331,Nasarawa,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-008332,Kano,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-008333,Kaduna,Light Manufacturing,Male,26-35,Formal Sector
BEN-008334,Oyo,Agriculture,Female,26-35,Self-Employed
BEN-008335,Kaduna,Healthcare,Male,26-35,Self-Employed
BEN-008336,Bauchi,Tech & Services,Male,26-35,Self-Employed
BEN-008337,Lagos,Light Manufacturing,Male,50+,Formal Sector
BEN-008338,Katsina,Tech & Services,Female,18-25,Self-Employed
BEN-008339,Enugu,Retail Trade,Male,26-35,Micro-Enterprise
BEN-008340,Bauchi,Healthcare,Male,26-35,Self-Employed
BEN-008341,Kano,Agriculture,Male,26-35,Micro-Enterprise
BEN-008342,Bauchi,Retail Trade,Female,26-35,Self-Employed
BEN-008343,FCT,Tech & Services,Male,18-25,Self-Employed
BEN-008344,Enugu,Healthcare,Male,26-35,Self-Employed
BEN-008345,Kaduna,Retail Trade,Female,36-50,Self-Employed
BEN-008346,Katsina,Light Manufacturing,Female,50+,Self-Employed
BEN-008347,FCT,Agriculture,Female,18-25,Self-Employed
BEN-008348,FCT,Tech & Services,Female,36-50,Self-Employed
BEN-008349,Kaduna,Retail Trade,Female,50+,Formal Sector
BEN-008350,Kaduna,Tech & Services,Male,36-50,Self-Employed
BEN-008351,Lagos,Healthcare,Male,26-35,Self-Employed
BEN-008352,Oyo,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-008353,Enugu,Agriculture,Female,26-35,Self-Employed
BEN-008354,Kaduna,Retail Trade,Male,26-35,Self-Employed
BEN-008355,Bauchi,Retail Trade,Female,26-35,Self-Employed
BEN-008356,FCT,Tech & Services,Male,26-35,Self-Employed
BEN-008357,Oyo,Tech & Services,Female,26-35,Self-Employed
BEN-008358,FCT,Retail Trade,Male,26-35,Formal Sector
BEN-008359,Katsina,Tech & Services,Male,26-35,Micro-Enterprise
BEN-008360,Bauchi,Retail Trade,Male,26-35,Formal Sector
BEN-008361,Enugu,Healthcare,Male,36-50,Micro-Enterprise
BEN-008362,Katsina,Tech & Services,Female,26-35,Self-Employed
BEN-008363,Rivers,Tech & Services,Male,26-35,Self-Employed
BEN-008364,Oyo,Healthcare,Male,18-25,Self-Employed
BEN-008365,Katsina,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-008366,Enugu,Healthcare,Female,36-50,Micro-Enterprise
BEN-008367,Katsina,Retail Trade,Female,50+,Self-Employed
BEN-008368,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-008369,Kaduna,Light Manufacturing,Male,50+,Micro-Enterprise
BEN-008370,Kaduna,Tech & Services,Male,18-25,Self-Employed
BEN-008371,Katsina,Agriculture,Male,50+,Formal Sector
BEN-008372,Kano,Retail Trade,Female,18-25,Self-Employed
BEN-008373,Bauchi,Agriculture,Male,50+,Self-Employed
BEN-008374,FCT,Healthcare,Female,50+,Self-Employed
BEN-008375,Kaduna,Agriculture,Female,36-50,Self-Employed
BEN-008376,Katsina,Tech & Services,Male,26-35,Micro-Enterprise
BEN-008377,Katsina,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-008378,Rivers,Agriculture,Female,26-35,Self-Employed
BEN-008379,Nasarawa,Light Manufacturing,Male,26-35,Self-Employed
BEN-008380,Kaduna,Tech & Services,Male,26-35,Micro-Enterprise
BEN-008381,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-008382,Kano,Agriculture,Female,26-35,Self-Employed
BEN-008383,Kano,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-008384,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-008385,Lagos,Tech & Services,Female,36-50,Self-Employed
